日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/25 07:00:00,.75783,.75805,.75771,.75803,.75858,.75865,.75816,.75863
2017/01/25 07:01:00,.75803,.75815,.75803,.75815,.75863,.75864,.75851,.75851
2017/01/25 07:02:00,.75815,.75821,.75815,.75821,.75851,.75857,.75851,.75857
2017/01/25 07:03:00,.75821,.75833,.75817,.75833,.75857,.75869,.75853,.75869
2017/01/25 07:04:00,.75833,.75835,.75824,.75824,.75869,.75871,.7586,.7586
2017/01/25 07:05:00,.75824,.75824,.75796,.75807,.7586,.7586,.75843,.75843
2017/01/25 07:06:00,.75807,.75809,.75792,.75795,.75843,.75855,.75828,.75855
2017/01/25 07:07:00,.75795,.75795,.75789,.75789,.75855,.75855,.75849,.75849
2017/01/25 07:08:00,.75789,.75794,.75787,.75787,.75849,.75854,.75847,.75847
2017/01/25 07:09:00,.75787,.75787,.75787,.75787,.75847,.75847,.75847,.75847
2017/01/25 07:10:00,.75787,.75816,.75787,.75813,.75847,.75848,.75821,.75824
2017/01/25 07:11:00,.75813,.75814,.75813,.75814,.75824,.75825,.75824,.75825
2017/01/25 07:12:00,.75814,.75814,.75814,.75814,.75825,.75825,.75825,.75825
2017/01/25 07:13:00,.75814,.75814,.75814,.75814,.75825,.75825,.75825,.75825
2017/01/25 07:14:00,.75814,.75814,.75812,.75812,.75825,.75825,.75823,.75823
2017/01/25 07:15:00,.75812,.75812,.75812,.75812,.75823,.75823,.75823,.75823
2017/01/25 07:16:00,.75812,.75813,.75812,.75812,.75823,.75824,.75823,.75823
2017/01/25 07:17:00,.75812,.75812,.75812,.75812,.75823,.75823,.75823,.75823
2017/01/25 07:18:00,.75812,.75812,.75797,.75798,.75823,.75823,.75808,.75809
2017/01/25 07:19:00,.75798,.75799,.75795,.75799,.75809,.7581,.75806,.7581
2017/01/25 07:20:00,.75799,.75799,.75791,.75793,.7581,.7581,.75802,.75804
2017/01/25 07:21:00,.75793,.75795,.75789,.75791,.75804,.75806,.758,.75802
2017/01/25 07:22:00,.75791,.75791,.75789,.7579,.75802,.75802,.758,.75801
2017/01/25 07:23:00,.7579,.75797,.75789,.7579,.75801,.75808,.758,.75801
2017/01/25 07:24:00,.7579,.75806,.7579,.75806,.75801,.75817,.75801,.75817
2017/01/25 07:25:00,.75806,.75806,.75793,.75803,.75817,.75817,.75804,.75814
2017/01/25 07:26:00,.75803,.75815,.758,.758,.75814,.75826,.75811,.75811
2017/01/25 07:27:00,.758,.75805,.75799,.758,.75811,.75816,.7581,.75811
2017/01/25 07:28:00,.758,.75805,.75799,.75799,.75811,.75816,.7581,.7581
2017/01/25 07:29:00,.75799,.75803,.75799,.75802,.7581,.75814,.7581,.75813
2017/01/25 07:30:00,.75802,.75804,.75801,.75801,.75813,.75815,.75812,.75812
2017/01/25 07:31:00,.75801,.75801,.75799,.75801,.75812,.75812,.7581,.75812
2017/01/25 07:32:00,.75801,.75801,.75801,.75801,.75812,.75812,.75812,.75812
2017/01/25 07:33:00,.75801,.75801,.75774,.75783,.75812,.75812,.75785,.75794
2017/01/25 07:34:00,.75783,.75792,.75782,.75787,.75794,.75803,.75793,.75798
2017/01/25 07:35:00,.75787,.75815,.75787,.75814,.75798,.75826,.75798,.75825
2017/01/25 07:36:00,.75814,.75814,.75782,.7579,.75825,.75825,.75793,.75801
2017/01/25 07:37:00,.7579,.75811,.7579,.75802,.75801,.75822,.75801,.75813
2017/01/25 07:38:00,.75802,.75834,.75801,.75828,.75813,.75845,.75812,.75839
2017/01/25 07:39:00,.75828,.75832,.75819,.75831,.75839,.75843,.7583,.75842
2017/01/25 07:40:00,.75831,.75831,.7581,.75826,.75842,.75842,.75821,.75837
2017/01/25 07:41:00,.75826,.75832,.75826,.75829,.75837,.75843,.75837,.7584
2017/01/25 07:42:00,.75829,.75832,.75826,.75826,.7584,.75843,.75837,.75837
2017/01/25 07:43:00,.75826,.75832,.75826,.75826,.75837,.75843,.75837,.75837
2017/01/25 07:44:00,.75826,.75831,.7581,.75825,.75837,.75842,.75821,.75836
2017/01/25 07:45:00,.75825,.75825,.75825,.75825,.75836,.75836,.75836,.75836
2017/01/25 07:46:00,.75825,.75828,.75825,.75827,.75836,.75839,.75836,.75838
2017/01/25 07:47:00,.75827,.75829,.75826,.75829,.75838,.7584,.75837,.7584
2017/01/25 07:48:00,.75829,.75832,.75828,.75831,.7584,.75843,.75839,.75842
2017/01/25 07:49:00,.75831,.75833,.75828,.75832,.75842,.75844,.75839,.75843
2017/01/25 07:50:00,.75832,.75833,.75829,.75831,.75843,.75844,.7584,.75842
2017/01/25 07:51:00,.75831,.75841,.75829,.7584,.75842,.75852,.7584,.75851
2017/01/25 07:52:00,.7584,.75841,.75838,.75839,.75851,.75852,.75849,.7585
2017/01/25 07:53:00,.75839,.75841,.75838,.75841,.7585,.75852,.75849,.75852
2017/01/25 07:54:00,.75841,.75844,.75841,.75844,.75852,.75855,.75852,.75855
2017/01/25 07:55:00,.75844,.75844,.75838,.75842,.75855,.75855,.75849,.75853
2017/01/25 07:56:00,.75842,.75842,.75836,.75838,.75853,.75853,.75847,.75849
2017/01/25 07:57:00,.75838,.75844,.75833,.75835,.75849,.75855,.75844,.75846
2017/01/25 07:58:00,.75835,.75836,.75825,.75825,.75846,.75847,.75836,.75836
2017/01/25 07:59:00,.75825,.75829,.75817,.75817,.75836,.7584,.75828,.75828
2017/01/25 08:00:00,.75817,.75845,.75817,.75838,.75828,.75856,.75828,.75849
2017/01/25 08:01:00,.75838,.75838,.75827,.75827,.75849,.75849,.75838,.75838
