日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/11 07:00:00,1.05521,1.05528,1.05521,1.05526,1.05562,1.05568,1.05562,1.05566
2017/01/11 07:01:00,1.05526,1.0553,1.05526,1.05528,1.05566,1.0557,1.05566,1.05568
2017/01/11 07:02:00,1.05528,1.05543,1.05525,1.05526,1.05568,1.05571,1.05559,1.05566
2017/01/11 07:03:00,1.05526,1.05527,1.05525,1.05525,1.05566,1.05567,1.05565,1.05565
2017/01/11 07:04:00,1.05525,1.05526,1.05517,1.05517,1.05565,1.05566,1.05557,1.05557
2017/01/11 07:05:00,1.05517,1.05532,1.05517,1.05519,1.05557,1.05561,1.05547,1.05559
2017/01/11 07:06:00,1.05519,1.05525,1.05519,1.05523,1.05559,1.05565,1.05559,1.05563
2017/01/11 07:07:00,1.05523,1.05523,1.05521,1.05522,1.05563,1.05563,1.05561,1.05562
2017/01/11 07:08:00,1.05522,1.05523,1.05519,1.0552,1.05562,1.05563,1.05559,1.0556
2017/01/11 07:09:00,1.0552,1.05523,1.0552,1.05521,1.0556,1.05563,1.0556,1.05561
2017/01/11 07:10:00,1.05521,1.05542,1.05519,1.05542,1.05561,1.05561,1.05541,1.05547
2017/01/11 07:11:00,1.05542,1.05542,1.0554,1.05541,1.05547,1.05547,1.05545,1.05546
2017/01/11 07:12:00,1.05541,1.05561,1.05538,1.05538,1.05546,1.05594,1.05546,1.0558
2017/01/11 07:13:00,1.05538,1.05561,1.05538,1.05561,1.0558,1.05582,1.05562,1.05566
2017/01/11 07:14:00,1.05561,1.05561,1.05539,1.05555,1.05566,1.05581,1.0556,1.0556
2017/01/11 07:15:00,1.05555,1.05555,1.05536,1.05536,1.0556,1.05578,1.0556,1.05574
2017/01/11 07:16:00,1.05536,1.05539,1.05536,1.05539,1.05574,1.05575,1.05572,1.05575
2017/01/11 07:17:00,1.05539,1.05542,1.05537,1.05542,1.05575,1.05579,1.05574,1.05578
2017/01/11 07:18:00,1.05542,1.05556,1.05539,1.05555,1.05578,1.05581,1.05557,1.0556
2017/01/11 07:19:00,1.05555,1.05561,1.05545,1.05561,1.0556,1.0558,1.05558,1.05566
2017/01/11 07:20:00,1.05561,1.05565,1.0555,1.05563,1.05566,1.05593,1.05566,1.05568
2017/01/11 07:21:00,1.05563,1.05567,1.05558,1.05563,1.05568,1.05572,1.05563,1.05568
2017/01/11 07:22:00,1.05563,1.05567,1.05562,1.05565,1.05568,1.05572,1.05567,1.0557
2017/01/11 07:23:00,1.05565,1.05587,1.05564,1.05586,1.0557,1.05592,1.05569,1.05591
2017/01/11 07:24:00,1.05586,1.05591,1.05555,1.05579,1.05591,1.05596,1.05572,1.05584
2017/01/11 07:25:00,1.05579,1.05581,1.05564,1.0558,1.05584,1.05595,1.05569,1.05585
2017/01/11 07:26:00,1.0558,1.05581,1.05578,1.05581,1.05585,1.05586,1.05583,1.05586
2017/01/11 07:27:00,1.05581,1.05581,1.05572,1.05572,1.05586,1.05594,1.05577,1.05577
2017/01/11 07:28:00,1.05572,1.05582,1.05564,1.05578,1.05577,1.05595,1.05569,1.05594
2017/01/11 07:29:00,1.05578,1.05579,1.05578,1.05579,1.05594,1.05595,1.05584,1.05584
2017/01/11 07:30:00,1.05579,1.0558,1.05578,1.05579,1.05584,1.05585,1.05583,1.05584
2017/01/11 07:31:00,1.05579,1.05583,1.05579,1.05581,1.05584,1.05588,1.05584,1.05586
2017/01/11 07:32:00,1.05581,1.05581,1.05578,1.05578,1.05586,1.05586,1.05583,1.05583
2017/01/11 07:33:00,1.05578,1.05578,1.05573,1.05574,1.05583,1.05583,1.05578,1.05579
2017/01/11 07:34:00,1.05574,1.05574,1.05571,1.05573,1.05579,1.05579,1.05576,1.05578
2017/01/11 07:35:00,1.05573,1.05574,1.05565,1.05567,1.05578,1.05579,1.0557,1.05572
2017/01/11 07:36:00,1.05567,1.0557,1.05567,1.05568,1.05572,1.05575,1.05572,1.05573
2017/01/11 07:37:00,1.05568,1.05568,1.05564,1.05565,1.05573,1.05573,1.05569,1.0557
2017/01/11 07:38:00,1.05565,1.05568,1.05564,1.05564,1.0557,1.05573,1.05569,1.05569
2017/01/11 07:39:00,1.05564,1.05566,1.05555,1.05556,1.05569,1.05587,1.0556,1.05587
2017/01/11 07:40:00,1.05556,1.05572,1.05554,1.0556,1.05587,1.05591,1.05573,1.05591
2017/01/11 07:41:00,1.0556,1.05579,1.05549,1.05575,1.05591,1.05597,1.05572,1.0558
2017/01/11 07:42:00,1.05575,1.05582,1.05559,1.05582,1.0558,1.056,1.05577,1.05598
2017/01/11 07:43:00,1.05582,1.05587,1.05578,1.0558,1.05598,1.056,1.05583,1.05597
2017/01/11 07:44:00,1.0558,1.05582,1.0558,1.05582,1.05597,1.05599,1.05596,1.05598
2017/01/11 07:45:00,1.05582,1.05598,1.05567,1.05575,1.05598,1.05615,1.05584,1.05606
2017/01/11 07:46:00,1.05575,1.05591,1.05568,1.05573,1.05606,1.0562,1.05576,1.0559
2017/01/11 07:47:00,1.05573,1.05576,1.05547,1.05548,1.0559,1.05593,1.05578,1.05579
2017/01/11 07:48:00,1.05548,1.05564,1.05541,1.05563,1.05579,1.05583,1.05562,1.05581
2017/01/11 07:49:00,1.05563,1.05567,1.05551,1.05566,1.05581,1.05586,1.05562,1.05571
2017/01/11 07:50:00,1.05566,1.05593,1.05552,1.05552,1.05571,1.05611,1.05571,1.05583
2017/01/11 07:51:00,1.05552,1.05561,1.05545,1.0555,1.05583,1.05583,1.05553,1.05555
2017/01/11 07:52:00,1.0555,1.05567,1.05547,1.05558,1.05555,1.05584,1.05555,1.05574
2017/01/11 07:53:00,1.05558,1.05561,1.05557,1.05559,1.05574,1.05578,1.05563,1.05576
2017/01/11 07:54:00,1.05559,1.05562,1.05558,1.0556,1.05576,1.0558,1.05575,1.05578
2017/01/11 07:55:00,1.0556,1.0556,1.05555,1.05555,1.05578,1.05578,1.0556,1.0556
2017/01/11 07:56:00,1.05555,1.05555,1.05552,1.05554,1.0556,1.0556,1.05557,1.05559
2017/01/11 07:57:00,1.05554,1.05555,1.05549,1.05554,1.05559,1.0556,1.05554,1.05559
2017/01/11 07:58:00,1.05554,1.05556,1.05551,1.05555,1.05559,1.05571,1.05556,1.05571
2017/01/11 07:59:00,1.05555,1.0559,1.0555,1.05566,1.05571,1.05615,1.05561,1.05571
2017/01/11 08:00:00,1.05566,1.05569,1.05544,1.05551,1.05571,1.05574,1.05551,1.05556
2017/01/11 08:01:00,1.05551,1.0556,1.0555,1.05553,1.05556,1.05565,1.05555,1.05558
2017/01/11 08:02:00,1.05553,1.05556,1.05535,1.0554,1.05558,1.05561,1.0554,1.05545
2017/01/11 08:03:00,1.0554,1.05544,1.05539,1.05542,1.05545,1.05549,1.05544,1.05547
