日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/18 07:00:00,.75654,.75654,.7564,.75641,.7569,.7569,.75676,.75677
2017/01/18 07:01:00,.75641,.75645,.7564,.75645,.75677,.75681,.75676,.75681
2017/01/18 07:02:00,.75645,.75646,.75644,.75646,.75681,.75682,.7568,.75682
2017/01/18 07:03:00,.75646,.75649,.75645,.75646,.75682,.75685,.75681,.75682
2017/01/18 07:04:00,.75646,.75646,.75643,.75644,.75682,.75682,.75679,.7568
2017/01/18 07:05:00,.75644,.75646,.75637,.75637,.7568,.75682,.75673,.75673
2017/01/18 07:06:00,.75637,.75639,.75634,.75636,.75673,.75675,.7567,.75672
2017/01/18 07:07:00,.75636,.75641,.75606,.75632,.75672,.75678,.75642,.75668
2017/01/18 07:08:00,.75632,.75633,.7563,.7563,.75668,.75669,.75666,.75666
2017/01/18 07:09:00,.7563,.75632,.75628,.75631,.75666,.75668,.75664,.75667
2017/01/18 07:10:00,.75631,.75652,.75631,.75649,.75667,.75668,.7565,.7566
2017/01/18 07:11:00,.75649,.75649,.75649,.75649,.7566,.7566,.7566,.7566
2017/01/18 07:12:00,.75649,.75649,.75637,.75641,.7566,.7566,.75648,.75652
2017/01/18 07:13:00,.75641,.7565,.75621,.75626,.75652,.75661,.75632,.75637
2017/01/18 07:14:00,.75626,.7563,.75623,.75627,.75637,.75641,.75634,.75638
2017/01/18 07:15:00,.75627,.75636,.75626,.75626,.75638,.75647,.75637,.75637
2017/01/18 07:16:00,.75626,.75643,.75618,.75619,.75637,.75654,.75629,.7563
2017/01/18 07:17:00,.75619,.75624,.75607,.75613,.7563,.75635,.75618,.75624
2017/01/18 07:18:00,.75613,.75622,.75605,.75622,.75624,.75633,.75616,.75633
2017/01/18 07:19:00,.75622,.75622,.75611,.75614,.75633,.75633,.75622,.75625
2017/01/18 07:20:00,.75614,.75615,.75605,.75615,.75625,.75626,.75616,.75626
2017/01/18 07:21:00,.75615,.75616,.75614,.75615,.75626,.75627,.75625,.75626
2017/01/18 07:22:00,.75615,.75615,.75613,.75614,.75626,.75626,.75624,.75625
2017/01/18 07:23:00,.75614,.75614,.756,.75612,.75625,.75625,.75611,.75623
2017/01/18 07:24:00,.75612,.75612,.75591,.75592,.75623,.75623,.75602,.75603
2017/01/18 07:25:00,.75592,.75593,.75589,.75593,.75603,.75604,.756,.75604
2017/01/18 07:26:00,.75593,.75594,.75591,.75592,.75604,.75605,.75602,.75603
