日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/23 07:00:00,122.262,122.408,122.254,122.375,122.372,122.518,122.364,122.485
2017/01/23 07:01:00,122.375,122.402,122.365,122.375,122.485,122.512,122.475,122.485
2017/01/23 07:02:00,122.375,122.39,122.36,122.389,122.485,122.487,122.452,122.465
2017/01/23 07:03:00,122.389,122.407,122.377,122.398,122.465,122.483,122.453,122.474
2017/01/23 07:04:00,122.398,122.408,122.389,122.405,122.474,122.484,122.464,122.482
2017/01/23 07:05:00,122.405,122.411,122.364,122.383,122.482,122.488,122.441,122.46
2017/01/23 07:06:00,122.383,122.398,122.377,122.389,122.46,122.471,122.45,122.466
2017/01/23 07:07:00,122.389,122.404,122.369,122.377,122.466,122.474,122.441,122.442
2017/01/23 07:08:00,122.377,122.381,122.362,122.364,122.442,122.452,122.435,122.436
2017/01/23 07:09:00,122.364,122.373,122.359,122.362,122.436,122.448,122.435,122.438
2017/01/23 07:10:00,122.362,122.374,122.356,122.374,122.438,122.45,122.43,122.45
2017/01/23 07:11:00,122.374,122.424,122.371,122.424,122.45,122.46,122.427,122.43
2017/01/23 07:12:00,122.424,122.426,122.411,122.422,122.43,122.432,122.417,122.428
2017/01/23 07:13:00,122.422,122.443,122.412,122.43,122.428,122.449,122.418,122.436
2017/01/23 07:14:00,122.43,122.452,122.43,122.443,122.436,122.458,122.436,122.449
2017/01/23 07:15:00,122.443,122.445,122.413,122.422,122.449,122.451,122.419,122.428
2017/01/23 07:16:00,122.422,122.432,122.414,122.43,122.428,122.438,122.42,122.436
2017/01/23 07:17:00,122.43,122.43,122.393,122.401,122.436,122.436,122.399,122.407
2017/01/23 07:18:00,122.401,122.429,122.401,122.415,122.407,122.435,122.407,122.421
2017/01/23 07:19:00,122.415,122.433,122.387,122.417,122.421,122.439,122.393,122.423
2017/01/23 07:20:00,122.417,122.444,122.41,122.42,122.423,122.45,122.416,122.426
2017/01/23 07:21:00,122.42,122.423,122.385,122.385,122.426,122.429,122.391,122.391
2017/01/23 07:22:00,122.385,122.419,122.379,122.401,122.391,122.425,122.385,122.407
2017/01/23 07:23:00,122.401,122.428,122.354,122.422,122.407,122.434,122.36,122.428
2017/01/23 07:24:00,122.422,122.423,122.372,122.407,122.428,122.429,122.378,122.413
2017/01/23 07:25:00,122.407,122.408,122.388,122.393,122.413,122.414,122.394,122.399
2017/01/23 07:26:00,122.393,122.397,122.373,122.383,122.399,122.403,122.379,122.389
2017/01/23 07:27:00,122.383,122.401,122.375,122.391,122.389,122.407,122.381,122.397
2017/01/23 07:28:00,122.391,122.398,122.37,122.389,122.397,122.404,122.376,122.395
2017/01/23 07:29:00,122.389,122.392,122.381,122.381,122.395,122.398,122.387,122.387
2017/01/23 07:30:00,122.381,122.407,122.343,122.404,122.387,122.413,122.349,122.41
2017/01/23 07:31:00,122.404,122.426,122.388,122.402,122.41,122.432,122.394,122.408
2017/01/23 07:32:00,122.402,122.411,122.384,122.398,122.408,122.417,122.39,122.404
2017/01/23 07:33:00,122.398,122.45,122.396,122.448,122.404,122.456,122.402,122.454
2017/01/23 07:34:00,122.448,122.448,122.405,122.425,122.454,122.454,122.411,122.431
2017/01/23 07:35:00,122.425,122.438,122.419,122.419,122.431,122.444,122.425,122.425
2017/01/23 07:36:00,122.419,122.43,122.413,122.429,122.425,122.436,122.419,122.435
2017/01/23 07:37:00,122.429,122.435,122.421,122.421,122.435,122.441,122.427,122.427
2017/01/23 07:38:00,122.421,122.427,122.405,122.419,122.427,122.433,122.411,122.425
2017/01/23 07:39:00,122.419,122.421,122.418,122.42,122.425,122.427,122.424,122.426
2017/01/23 07:40:00,122.42,122.424,122.414,122.419,122.426,122.43,122.42,122.425
2017/01/23 07:41:00,122.419,122.425,122.417,122.425,122.425,122.431,122.423,122.431
2017/01/23 07:42:00,122.425,122.425,122.415,122.424,122.431,122.431,122.421,122.43
2017/01/23 07:43:00,122.424,122.429,122.413,122.423,122.43,122.435,122.419,122.429
2017/01/23 07:44:00,122.423,122.43,122.419,122.43,122.429,122.436,122.425,122.436
2017/01/23 07:45:00,122.43,122.443,122.422,122.443,122.436,122.449,122.428,122.449
2017/01/23 07:46:00,122.443,122.466,122.442,122.457,122.449,122.472,122.448,122.463
2017/01/23 07:47:00,122.457,122.464,122.456,122.458,122.463,122.47,122.462,122.464
2017/01/23 07:48:00,122.458,122.469,122.453,122.46,122.464,122.475,122.459,122.466
2017/01/23 07:49:00,122.46,122.474,122.457,122.465,122.466,122.48,122.463,122.471
2017/01/23 07:50:00,122.465,122.468,122.45,122.452,122.471,122.474,122.456,122.458
2017/01/23 07:51:00,122.452,122.464,122.451,122.458,122.458,122.47,122.457,122.464
2017/01/23 07:52:00,122.458,122.483,122.451,122.48,122.464,122.489,122.457,122.486
2017/01/23 07:53:00,122.48,122.484,122.458,122.479,122.486,122.49,122.464,122.485
2017/01/23 07:54:00,122.479,122.484,122.476,122.48,122.485,122.49,122.482,122.486
2017/01/23 07:55:00,122.48,122.48,122.45,122.464,122.486,122.486,122.456,122.47
2017/01/23 07:56:00,122.464,122.471,122.436,122.444,122.47,122.477,122.442,122.45
