日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/16 07:00:00,1.06018,1.06103,1.06018,1.06053,1.06071,1.06183,1.06071,1.06133
2017/01/16 07:01:00,1.06053,1.0606,1.06048,1.0606,1.06133,1.0614,1.06128,1.0614
2017/01/16 07:02:00,1.0606,1.06216,1.0606,1.06216,1.0614,1.06256,1.0614,1.06256
2017/01/16 07:03:00,1.06216,1.06251,1.06164,1.06197,1.06256,1.06267,1.06212,1.06237
2017/01/16 07:04:00,1.06197,1.06246,1.06197,1.06246,1.06237,1.06314,1.06237,1.06313
2017/01/16 07:05:00,1.06246,1.063,1.06246,1.0626,1.06313,1.06343,1.06291,1.063
2017/01/16 07:06:00,1.0626,1.06261,1.06243,1.0625,1.063,1.06301,1.06283,1.0629
2017/01/16 07:07:00,1.0625,1.06252,1.06225,1.06226,1.0629,1.06292,1.06253,1.06266
2017/01/16 07:08:00,1.06226,1.06228,1.06204,1.06226,1.06266,1.06286,1.06253,1.06277
2017/01/16 07:09:00,1.06226,1.06237,1.06223,1.06233,1.06277,1.06286,1.0627,1.06284
2017/01/16 07:10:00,1.06233,1.06254,1.06233,1.06251,1.06284,1.06296,1.06274,1.06294
2017/01/16 07:11:00,1.06251,1.06254,1.06249,1.06251,1.06294,1.06297,1.0629,1.06297
2017/01/16 07:12:00,1.06251,1.06251,1.06214,1.06232,1.06297,1.06297,1.06263,1.06289
2017/01/16 07:13:00,1.06232,1.06235,1.06219,1.06224,1.06289,1.06291,1.0627,1.06285
2017/01/16 07:14:00,1.06224,1.06237,1.06224,1.06225,1.06285,1.06308,1.06283,1.06283
2017/01/16 07:15:00,1.06225,1.06277,1.06219,1.0625,1.06283,1.06321,1.06269,1.06297
2017/01/16 07:16:00,1.0625,1.06284,1.06246,1.06248,1.06297,1.06323,1.06268,1.06281
2017/01/16 07:17:00,1.06248,1.06265,1.06248,1.06253,1.06281,1.06285,1.06269,1.06285
2017/01/16 07:18:00,1.06253,1.06268,1.06252,1.06253,1.06285,1.06286,1.06268,1.06284
2017/01/16 07:19:00,1.06253,1.06259,1.06217,1.0622,1.06284,1.06286,1.06252,1.06284
2017/01/16 07:20:00,1.0622,1.06253,1.06216,1.06217,1.06284,1.06285,1.06255,1.06261
2017/01/16 07:21:00,1.06217,1.06217,1.06189,1.06189,1.06261,1.06261,1.06208,1.0622
2017/01/16 07:22:00,1.06189,1.06219,1.06189,1.06205,1.0622,1.06257,1.06207,1.0624
2017/01/16 07:23:00,1.06205,1.06205,1.06177,1.06182,1.0624,1.06244,1.06215,1.06216
2017/01/16 07:24:00,1.06182,1.06199,1.0617,1.06177,1.06216,1.06242,1.06206,1.06211
2017/01/16 07:25:00,1.06177,1.06179,1.06174,1.06178,1.06211,1.06214,1.06209,1.0621
2017/01/16 07:26:00,1.06178,1.06178,1.0615,1.06152,1.0621,1.0621,1.06183,1.06185
2017/01/16 07:27:00,1.06152,1.0617,1.06152,1.06163,1.06185,1.06203,1.06185,1.06195
2017/01/16 07:28:00,1.06163,1.06163,1.06159,1.06163,1.06195,1.06195,1.06191,1.06195
2017/01/16 07:29:00,1.06163,1.06169,1.06146,1.0616,1.06195,1.06202,1.06165,1.06165
2017/01/16 07:30:00,1.0616,1.06166,1.06143,1.06146,1.06165,1.06185,1.06148,1.06151
2017/01/16 07:31:00,1.06146,1.06157,1.06138,1.06156,1.06151,1.06162,1.06143,1.06161
2017/01/16 07:32:00,1.06156,1.06159,1.06153,1.06158,1.06161,1.06164,1.06158,1.06163
2017/01/16 07:33:00,1.06158,1.06162,1.06153,1.06157,1.06163,1.06167,1.06158,1.06162
2017/01/16 07:34:00,1.06157,1.06167,1.06156,1.06161,1.06162,1.06172,1.06161,1.06166
2017/01/16 07:35:00,1.06161,1.06181,1.06156,1.06156,1.06166,1.06186,1.06161,1.06161
2017/01/16 07:36:00,1.06156,1.0617,1.06147,1.06168,1.06161,1.06175,1.06152,1.06173
2017/01/16 07:37:00,1.06168,1.06168,1.06145,1.06148,1.06173,1.06173,1.0615,1.06153
2017/01/16 07:38:00,1.06148,1.06169,1.06145,1.06152,1.06153,1.06174,1.0615,1.06157
2017/01/16 07:39:00,1.06152,1.06162,1.06135,1.06137,1.06157,1.06175,1.06153,1.06169
2017/01/16 07:40:00,1.06137,1.06178,1.06137,1.06177,1.06169,1.06203,1.06164,1.06182
2017/01/16 07:41:00,1.06177,1.06185,1.06164,1.06183,1.06182,1.06201,1.06182,1.06188
2017/01/16 07:42:00,1.06183,1.06188,1.06182,1.06184,1.06188,1.06193,1.06187,1.06189
2017/01/16 07:43:00,1.06184,1.06189,1.06172,1.06187,1.06189,1.06207,1.06189,1.06192
2017/01/16 07:44:00,1.06187,1.06204,1.06173,1.06194,1.06192,1.06236,1.0619,1.06227
2017/01/16 07:45:00,1.06194,1.06215,1.06193,1.06215,1.06227,1.06247,1.06226,1.06247
2017/01/16 07:46:00,1.06215,1.06219,1.0621,1.0621,1.06247,1.06251,1.06243,1.06243
2017/01/16 07:47:00,1.0621,1.06216,1.0621,1.06212,1.06243,1.06248,1.06243,1.06245
2017/01/16 07:48:00,1.06212,1.06212,1.06206,1.06208,1.06245,1.06245,1.06239,1.06241
2017/01/16 07:49:00,1.06208,1.06211,1.06205,1.06208,1.06241,1.06244,1.06238,1.0624
2017/01/16 07:50:00,1.06208,1.06208,1.06204,1.06204,1.0624,1.0624,1.06236,1.06236
2017/01/16 07:51:00,1.06204,1.06211,1.06204,1.06211,1.06236,1.06243,1.06236,1.06243
2017/01/16 07:52:00,1.06211,1.06211,1.06207,1.06207,1.06243,1.06244,1.0624,1.0624
2017/01/16 07:53:00,1.06207,1.06209,1.06201,1.06205,1.0624,1.06242,1.06233,1.06238
2017/01/16 07:54:00,1.06205,1.0621,1.062,1.06204,1.06238,1.06243,1.06232,1.06236
2017/01/16 07:55:00,1.06204,1.06212,1.06202,1.06212,1.06236,1.06245,1.06234,1.06245
