����,�n�l(BID),���l(BID),���l(BID),�I�l(BID),�n�l(ASK),���l(ASK),���l(ASK),�I�l(ASK)
2017/01/03 12:05:00,84.829,84.841,84.818,84.838,84.836,84.848,84.825,84.845
2017/01/03 12:06:00,84.838,84.839,84.831,84.834,84.845,84.846,84.838,84.841
2017/01/03 12:07:00,84.834,84.837,84.828,84.836,84.841,84.844,84.835,84.843
2017/01/03 12:08:00,84.836,84.845,84.83,84.84,84.843,84.852,84.837,84.847
2017/01/03 12:09:00,84.84,84.845,84.836,84.845,84.847,84.852,84.843,84.852
2017/01/03 12:10:00,84.845,84.855,84.837,84.837,84.852,84.862,84.844,84.844
2017/01/03 12:11:00,84.837,84.84,84.831,84.832,84.844,84.847,84.838,84.839
2017/01/03 12:12:00,84.832,84.841,84.831,84.837,84.839,84.848,84.838,84.844
2017/01/03 12:13:00,84.837,84.838,84.829,84.831,84.844,84.845,84.836,84.838
2017/01/03 12:14:00,84.831,84.832,84.815,84.821,84.838,84.839,84.822,84.828
2017/01/03 12:15:00,84.821,84.826,84.817,84.824,84.828,84.833,84.824,84.831
2017/01/03 12:16:00,84.824,84.832,84.815,84.819,84.831,84.839,84.822,84.826
2017/01/03 12:17:00,84.819,84.821,84.81,84.816,84.826,84.828,84.817,84.823
2017/01/03 12:18:00,84.816,84.818,84.798,84.799,84.823,84.825,84.805,84.806
2017/01/03 12:19:00,84.799,84.802,84.793,84.793,84.806,84.809,84.8,84.8
2017/01/03 12:20:00,84.793,84.809,84.789,84.803,84.8,84.816,84.796,84.81
2017/01/03 12:21:00,84.803,84.823,84.798,84.821,84.81,84.83,84.805,84.828
2017/01/03 12:22:00,84.821,84.832,84.818,84.828,84.828,84.839,84.825,84.835
2017/01/03 12:23:00,84.828,84.856,84.826,84.848,84.835,84.863,84.833,84.855
2017/01/03 12:24:00,84.848,84.866,84.841,84.857,84.855,84.873,84.848,84.864
2017/01/03 12:25:00,84.857,84.884,84.824,84.832,84.864,84.891,84.831,84.839
2017/01/03 12:26:00,84.832,84.839,84.823,84.826,84.839,84.846,84.83,84.833
2017/01/03 12:27:00,84.826,84.837,84.825,84.834,84.833,84.844,84.832,84.841
2017/01/03 12:28:00,84.834,84.839,84.825,84.829,84.841,84.846,84.832,84.836
2017/01/03 12:29:00,84.829,84.832,84.819,84.82,84.836,84.839,84.826,84.827
2017/01/03 12:30:00,84.82,84.829,84.819,84.828,84.827,84.836,84.826,84.835
2017/01/03 12:31:00,84.828,84.828,84.818,84.818,84.835,84.835,84.825,84.825
2017/01/03 12:32:00,84.818,84.826,84.816,84.825,84.825,84.833,84.823,84.832
2017/01/03 12:33:00,84.825,84.826,84.817,84.824,84.832,84.833,84.824,84.831
2017/01/03 12:34:00,84.824,84.824,84.808,84.82,84.831,84.831,84.815,84.827
2017/01/03 12:35:00,84.82,84.82,84.807,84.81,84.827,84.827,84.814,84.817
2017/01/03 12:36:00,84.81,84.817,84.806,84.807,84.817,84.824,84.813,84.814
2017/01/03 12:37:00,84.807,84.82,84.807,84.82,84.814,84.827,84.814,84.827
2017/01/03 12:38:00,84.82,84.83,84.819,84.829,84.827,84.837,84.826,84.836
2017/01/03 12:39:00,84.829,84.842,84.829,84.835,84.836,84.849,84.836,84.842
2017/01/03 12:40:00,84.835,84.843,84.829,84.843,84.842,84.85,84.836,84.85
2017/01/03 12:41:00,84.843,84.858,84.837,84.851,84.85,84.865,84.844,84.858
2017/01/03 12:42:00,84.851,84.86,84.845,84.859,84.858,84.867,84.852,84.866
2017/01/03 12:43:00,84.859,84.868,84.852,84.852,84.866,84.875,84.859,84.859
2017/01/03 12:44:00,84.852,84.856,84.849,84.854,84.859,84.863,84.856,84.861
2017/01/03 12:45:00,84.854,84.857,84.84,84.845,84.861,84.864,84.847,84.852
2017/01/03 12:46:00,84.845,84.845,84.839,84.841,84.852,84.852,84.846,84.848
2017/01/03 12:47:00,84.841,84.841,84.831,84.836,84.848,84.848,84.838,84.843
2017/01/03 12:48:00,84.836,84.84,84.83,84.84,84.843,84.847,84.837,84.847
2017/01/03 12:49:00,84.84,84.855,84.835,84.854,84.847,84.862,84.842,84.861
2017/01/03 12:50:00,84.854,84.854,84.839,84.84,84.861,84.861,84.846,84.847
2017/01/03 12:51:00,84.84,84.842,84.83,84.832,84.847,84.849,84.837,84.839
2017/01/03 12:52:00,84.832,84.84,84.826,84.827,84.839,84.847,84.833,84.834
2017/01/03 12:53:00,84.827,84.843,84.827,84.831,84.834,84.85,84.834,84.838
2017/01/03 12:54:00,84.831,84.837,84.823,84.835,84.838,84.844,84.83,84.842
2017/01/03 12:55:00,84.835,84.836,84.828,84.829,84.842,84.843,84.835,84.836
2017/01/03 12:56:00,84.829,84.832,84.819,84.827,84.836,84.839,84.826,84.834
2017/01/03 12:57:00,84.827,84.833,84.826,84.829,84.834,84.84,84.833,84.836
2017/01/03 12:58:00,84.829,84.849,84.827,84.846,84.836,84.856,84.834,84.853
2017/01/03 12:59:00,84.846,84.857,84.845,84.857,84.853,84.864,84.852,84.864
2017/01/03 13:00:00,84.857,84.865,84.855,84.857,84.864,84.872,84.862,84.864
2017/01/03 13:01:00,84.857,84.865,84.848,84.851,84.864,84.872,84.855,84.858
2017/01/03 13:02:00,84.851,84.857,84.849,84.854,84.858,84.864,84.856,84.861
2017/01/03 13:03:00,84.854,84.859,84.845,84.846,84.861,84.866,84.852,84.853
2017/01/03 13:04:00,84.846,84.847,84.839,84.846,84.853,84.854,84.846,84.853
2017/01/03 13:05:00,84.846,84.846,84.831,84.835,84.853,84.853,84.838,84.842
2017/01/03 13:06:00,84.835,84.84,84.828,84.836,84.842,84.847,84.835,84.843
2017/01/03 13:07:00,84.836,84.841,84.829,84.829,84.843,84.848,84.836,84.836
2017/01/03 13:08:00,84.829,84.84,84.828,84.839,84.836,84.847,84.835,84.846
2017/01/03 13:09:00,84.839,84.852,84.829,84.851,84.846,84.859,84.836,84.858
2017/01/03 13:10:00,84.851,84.853,84.842,84.847,84.858,84.86,84.849,84.854
2017/01/03 13:11:00,84.847,84.856,84.843,84.854,84.854,84.863,84.85,84.861
2017/01/03 13:12:00,84.854,84.859,84.841,84.852,84.861,84.866,84.848,84.859
2017/01/03 13:13:00,84.852,84.859,84.851,84.851,84.859,84.866,84.858,84.858
2017/01/03 13:14:00,84.851,84.853,84.845,84.847,84.858,84.86,84.852,84.854
2017/01/03 13:15:00,84.847,84.848,84.842,84.847,84.854,84.855,84.849,84.854
2017/01/03 13:16:00,84.847,84.855,84.842,84.846,84.854,84.862,84.849,84.853
2017/01/03 13:17:00,84.846,84.847,84.835,84.837,84.853,84.854,84.842,84.844
2017/01/03 13:18:00,84.837,84.837,84.822,84.834,84.844,84.844,84.829,84.841
2017/01/03 13:19:00,84.834,84.841,84.829,84.836,84.841,84.848,84.836,84.843
2017/01/03 13:20:00,84.836,84.836,84.823,84.825,84.843,84.843,84.83,84.832
2017/01/03 13:21:00,84.825,84.828,84.819,84.822,84.832,84.835,84.826,84.829
2017/01/03 13:22:00,84.822,84.827,84.818,84.822,84.829,84.834,84.825,84.829
2017/01/03 13:23:00,84.822,84.844,84.822,84.843,84.829,84.851,84.829,84.85
2017/01/03 13:24:00,84.843,84.848,84.841,84.844,84.85,84.855,84.848,84.851
2017/01/03 13:25:00,84.844,84.845,84.834,84.835,84.851,84.852,84.841,84.842
2017/01/03 13:26:00,84.835,84.839,84.831,84.838,84.842,84.846,84.838,84.845
2017/01/03 13:27:00,84.838,84.844,84.828,84.841,84.845,84.851,84.835,84.848
2017/01/03 13:28:00,84.841,84.843,84.833,84.833,84.848,84.85,84.84,84.84
2017/01/03 13:29:00,84.833,84.833,84.82,84.82,84.84,84.84,84.827,84.827
2017/01/03 13:30:00,84.82,84.834,84.82,84.824,84.827,84.841,84.827,84.831
2017/01/03 13:31:00,84.824,84.833,84.823,84.827,84.831,84.84,84.83,84.834
2017/01/03 13:32:00,84.827,84.83,84.819,84.82,84.834,84.837,84.826,84.827
2017/01/03 13:33:00,84.82,84.832,84.82,84.825,84.827,84.839,84.827,84.832
2017/01/03 13:34:00,84.825,84.841,84.825,84.836,84.832,84.848,84.832,84.843
2017/01/03 13:35:00,84.836,84.85,84.833,84.847,84.843,84.857,84.84,84.854
2017/01/03 13:36:00,84.847,84.855,84.84,84.849,84.854,84.862,84.847,84.856
2017/01/03 13:37:00,84.849,84.849,84.833,84.835,84.856,84.856,84.84,84.842
2017/01/03 13:38:00,84.835,84.847,84.833,84.841,84.842,84.854,84.84,84.848
2017/01/03 13:39:00,84.841,84.844,84.835,84.842,84.848,84.851,84.842,84.849
2017/01/03 13:40:00,84.842,84.849,84.84,84.848,84.849,84.856,84.847,84.855
2017/01/03 13:41:00,84.848,84.848,84.839,84.843,84.855,84.855,84.846,84.85
2017/01/03 13:42:00,84.843,84.845,84.843,84.845,84.85,84.852,84.85,84.852
2017/01/03 13:43:00,84.845,84.856,84.843,84.849,84.852,84.863,84.85,84.856
2017/01/03 13:44:00,84.849,84.852,84.845,84.846,84.856,84.859,84.852,84.853
2017/01/03 13:45:00,84.846,84.853,84.839,84.853,84.853,84.86,84.846,84.86
2017/01/03 13:46:00,84.853,84.86,84.853,84.86,84.86,84.867,84.86,84.867
2017/01/03 13:47:00,84.86,84.864,84.855,84.857,84.867,84.871,84.862,84.864
2017/01/03 13:48:00,84.857,84.857,84.838,84.846,84.864,84.864,84.845,84.853
2017/01/03 13:49:00,84.846,84.849,84.838,84.847,84.853,84.856,84.845,84.854
2017/01/03 13:50:00,84.847,84.851,84.845,84.851,84.854,84.858,84.852,84.858
2017/01/03 13:51:00,84.851,84.86,84.848,84.852,84.858,84.867,84.855,84.859
2017/01/03 13:52:00,84.852,84.86,84.848,84.859,84.859,84.867,84.855,84.866
2017/01/03 13:53:00,84.859,84.862,84.853,84.859,84.866,84.869,84.86,84.866
2017/01/03 13:54:00,84.859,84.861,84.856,84.857,84.866,84.868,84.863,84.864
2017/01/03 13:55:00,84.857,84.864,84.855,84.858,84.864,84.871,84.862,84.865
2017/01/03 13:56:00,84.858,84.868,84.856,84.867,84.865,84.875,84.863,84.874
2017/01/03 13:57:00,84.867,84.873,84.863,84.873,84.874,84.88,84.87,84.88
2017/01/03 13:58:00,84.873,84.878,84.864,84.87,84.88,84.885,84.871,84.877
2017/01/03 13:59:00,84.87,84.87,84.851,84.859,84.877,84.877,84.858,84.866
2017/01/03 14:00:00,84.859,84.866,84.855,84.856,84.866,84.873,84.862,84.863
2017/01/03 14:01:00,84.856,84.863,84.852,84.854,84.863,84.87,84.859,84.861
2017/01/03 14:02:00,84.854,84.854,84.841,84.845,84.861,84.861,84.848,84.852
2017/01/03 14:03:00,84.845,84.858,84.842,84.851,84.852,84.865,84.849,84.858
2017/01/03 14:04:00,84.851,84.868,84.851,84.867,84.858,84.875,84.858,84.874
2017/01/03 14:05:00,84.867,84.88,84.865,84.875,84.874,84.887,84.872,84.882
2017/01/03 14:06:00,84.875,84.878,84.865,84.867,84.882,84.885,84.872,84.874
2017/01/03 14:07:00,84.867,84.878,84.867,84.872,84.874,84.885,84.874,84.879
2017/01/03 14:08:00,84.872,84.878,84.872,84.877,84.879,84.885,84.879,84.884
2017/01/03 14:09:00,84.877,84.881,84.87,84.88,84.884,84.888,84.877,84.887
2017/01/03 14:10:00,84.88,84.88,84.865,84.865,84.887,84.887,84.872,84.872
2017/01/03 14:11:00,84.865,84.874,84.861,84.864,84.872,84.881,84.868,84.871
2017/01/03 14:12:00,84.864,84.864,84.849,84.851,84.871,84.871,84.856,84.858
2017/01/03 14:13:00,84.851,84.866,84.85,84.852,84.858,84.873,84.857,84.859
2017/01/03 14:14:00,84.852,84.853,84.847,84.848,84.859,84.86,84.854,84.855
2017/01/03 14:15:00,84.848,84.851,84.841,84.847,84.855,84.858,84.848,84.854
2017/01/03 14:16:00,84.847,84.853,84.834,84.838,84.854,84.86,84.841,84.845
2017/01/03 14:17:00,84.838,84.847,84.838,84.844,84.845,84.854,84.845,84.851
2017/01/03 14:18:00,84.844,84.855,84.843,84.849,84.851,84.862,84.85,84.856
2017/01/03 14:19:00,84.849,84.85,84.843,84.847,84.856,84.857,84.85,84.854
2017/01/03 14:20:00,84.847,84.86,84.847,84.858,84.854,84.867,84.854,84.865
2017/01/03 14:21:00,84.858,84.867,84.856,84.865,84.865,84.874,84.863,84.872
2017/01/03 14:22:00,84.865,84.871,84.864,84.864,84.872,84.878,84.871,84.871
2017/01/03 14:23:00,84.864,84.87,84.864,84.867,84.871,84.877,84.871,84.874
2017/01/03 14:24:00,84.867,84.869,84.864,84.864,84.874,84.876,84.871,84.871
2017/01/03 14:25:00,84.864,84.866,84.86,84.862,84.871,84.873,84.867,84.869
2017/01/03 14:26:00,84.862,84.87,84.862,84.868,84.869,84.877,84.869,84.875
2017/01/03 14:27:00,84.868,84.875,84.867,84.872,84.875,84.882,84.874,84.879
2017/01/03 14:28:00,84.872,84.884,84.866,84.874,84.879,84.891,84.873,84.881
2017/01/03 14:29:00,84.874,84.874,84.861,84.862,84.881,84.881,84.868,84.869
2017/01/03 14:30:00,84.862,84.862,84.848,84.851,84.869,84.869,84.855,84.858
2017/01/03 14:31:00,84.851,84.858,84.85,84.854,84.858,84.865,84.857,84.861
2017/01/03 14:32:00,84.854,84.854,84.846,84.849,84.861,84.861,84.853,84.856
2017/01/03 14:33:00,84.849,84.851,84.846,84.849,84.856,84.858,84.853,84.856
2017/01/03 14:34:00,84.849,84.855,84.848,84.855,84.856,84.862,84.855,84.862
2017/01/03 14:35:00,84.855,84.855,84.847,84.854,84.862,84.862,84.854,84.861
2017/01/03 14:36:00,84.854,84.856,84.852,84.853,84.861,84.863,84.859,84.86
2017/01/03 14:37:00,84.853,84.871,84.852,84.865,84.86,84.878,84.859,84.872
2017/01/03 14:38:00,84.865,84.872,84.856,84.857,84.872,84.879,84.863,84.864
2017/01/03 14:39:00,84.857,84.86,84.852,84.859,84.864,84.867,84.859,84.866
2017/01/03 14:40:00,84.859,84.859,84.849,84.85,84.866,84.866,84.856,84.857
2017/01/03 14:41:00,84.85,84.853,84.842,84.846,84.857,84.86,84.849,84.853
2017/01/03 14:42:00,84.846,84.853,84.846,84.85,84.853,84.86,84.853,84.857
2017/01/03 14:43:00,84.85,84.861,84.849,84.861,84.857,84.868,84.856,84.868
2017/01/03 14:44:00,84.861,84.87,84.859,84.864,84.868,84.877,84.866,84.871
2017/01/03 14:45:00,84.864,84.864,84.856,84.862,84.871,84.871,84.863,84.869
2017/01/03 14:46:00,84.862,84.862,84.855,84.858,84.869,84.869,84.862,84.865
2017/01/03 14:47:00,84.858,84.858,84.849,84.85,84.865,84.865,84.856,84.857
2017/01/03 14:48:00,84.85,84.856,84.85,84.851,84.857,84.863,84.857,84.858
2017/01/03 14:49:00,84.851,84.863,84.848,84.86,84.858,84.87,84.855,84.867
2017/01/03 14:50:00,84.86,84.866,84.845,84.851,84.867,84.873,84.852,84.858
2017/01/03 14:51:00,84.851,84.852,84.838,84.843,84.858,84.859,84.845,84.85
2017/01/03 14:52:00,84.843,84.854,84.841,84.845,84.85,84.861,84.848,84.852
2017/01/03 14:53:00,84.845,84.849,84.839,84.842,84.852,84.856,84.846,84.849
2017/01/03 14:54:00,84.842,84.853,84.84,84.85,84.849,84.86,84.847,84.857
2017/01/03 14:55:00,84.85,84.855,84.839,84.84,84.857,84.862,84.846,84.847
2017/01/03 14:56:00,84.84,84.844,84.839,84.844,84.847,84.851,84.846,84.851
2017/01/03 14:57:00,84.844,84.845,84.837,84.84,84.851,84.852,84.844,84.847
2017/01/03 14:58:00,84.84,84.843,84.837,84.841,84.847,84.85,84.844,84.848
2017/01/03 14:59:00,84.841,84.845,84.838,84.84,84.848,84.852,84.845,84.847
2017/01/03 15:00:00,84.84,84.847,84.827,84.841,84.847,84.854,84.834,84.848
2017/01/03 15:01:00,84.841,84.857,84.839,84.84,84.848,84.864,84.846,84.847
2017/01/03 15:02:00,84.84,84.841,84.814,84.815,84.847,84.848,84.821,84.822
2017/01/03 15:03:00,84.815,84.83,84.814,84.828,84.822,84.837,84.821,84.835
2017/01/03 15:04:00,84.828,84.831,84.821,84.826,84.835,84.838,84.828,84.833
2017/01/03 15:05:00,84.826,84.83,84.809,84.818,84.833,84.837,84.816,84.825
2017/01/03 15:06:00,84.818,84.834,84.811,84.832,84.825,84.841,84.818,84.839
2017/01/03 15:07:00,84.832,84.834,84.826,84.827,84.839,84.841,84.833,84.834
2017/01/03 15:08:00,84.827,84.83,84.823,84.83,84.834,84.837,84.83,84.837
2017/01/03 15:09:00,84.83,84.83,84.826,84.83,84.837,84.837,84.833,84.837
2017/01/03 15:10:00,84.83,84.835,84.823,84.829,84.837,84.842,84.83,84.836
2017/01/03 15:11:00,84.829,84.829,84.813,84.816,84.836,84.836,84.82,84.823
2017/01/03 15:12:00,84.816,84.821,84.805,84.813,84.823,84.828,84.812,84.82
2017/01/03 15:13:00,84.813,84.821,84.807,84.814,84.82,84.828,84.814,84.821
2017/01/03 15:14:00,84.814,84.818,84.805,84.81,84.821,84.825,84.812,84.817
2017/01/03 15:15:00,84.81,84.819,84.809,84.819,84.817,84.826,84.816,84.826
2017/01/03 15:16:00,84.819,84.823,84.809,84.817,84.826,84.83,84.816,84.824
2017/01/03 15:17:00,84.817,84.822,84.815,84.815,84.824,84.829,84.822,84.822
2017/01/03 15:18:00,84.815,84.823,84.809,84.815,84.822,84.83,84.816,84.822
2017/01/03 15:19:00,84.815,84.818,84.814,84.816,84.822,84.825,84.821,84.823
2017/01/03 15:20:00,84.816,84.826,84.813,84.819,84.823,84.833,84.82,84.826
2017/01/03 15:21:00,84.819,84.832,84.819,84.827,84.826,84.839,84.826,84.834
2017/01/03 15:22:00,84.827,84.828,84.821,84.823,84.834,84.835,84.828,84.83
2017/01/03 15:23:00,84.823,84.831,84.819,84.822,84.83,84.838,84.826,84.829
2017/01/03 15:24:00,84.822,84.831,84.82,84.82,84.829,84.838,84.827,84.827
2017/01/03 15:25:00,84.82,84.828,84.817,84.818,84.827,84.835,84.824,84.825
2017/01/03 15:26:00,84.818,84.836,84.818,84.829,84.825,84.843,84.825,84.836
2017/01/03 15:27:00,84.829,84.845,84.829,84.832,84.836,84.852,84.836,84.839
2017/01/03 15:28:00,84.832,84.84,84.831,84.835,84.839,84.847,84.838,84.842
2017/01/03 15:29:00,84.835,84.836,84.831,84.834,84.842,84.843,84.838,84.841
2017/01/03 15:30:00,84.834,84.837,84.832,84.833,84.841,84.844,84.839,84.84
2017/01/03 15:31:00,84.833,84.835,84.83,84.832,84.84,84.842,84.837,84.839
2017/01/03 15:32:00,84.832,84.834,84.821,84.822,84.839,84.841,84.828,84.829
2017/01/03 15:33:00,84.822,84.848,84.821,84.847,84.829,84.855,84.828,84.854
2017/01/03 15:34:00,84.847,84.85,84.844,84.848,84.854,84.857,84.851,84.855
2017/01/03 15:35:00,84.848,84.858,84.847,84.848,84.855,84.865,84.854,84.855
2017/01/03 15:36:00,84.848,84.858,84.847,84.851,84.855,84.865,84.854,84.858
2017/01/03 15:37:00,84.851,84.853,84.844,84.845,84.858,84.86,84.851,84.852
2017/01/03 15:38:00,84.845,84.845,84.838,84.841,84.852,84.852,84.845,84.848
2017/01/03 15:39:00,84.841,84.844,84.833,84.834,84.848,84.851,84.84,84.841
2017/01/03 15:40:00,84.834,84.835,84.831,84.834,84.841,84.842,84.838,84.841
2017/01/03 15:41:00,84.834,84.836,84.83,84.831,84.841,84.843,84.837,84.838
2017/01/03 15:42:00,84.831,84.833,84.827,84.828,84.838,84.84,84.834,84.835
2017/01/03 15:43:00,84.828,84.848,84.824,84.847,84.835,84.855,84.831,84.854
2017/01/03 15:44:00,84.847,84.851,84.845,84.845,84.854,84.858,84.852,84.852
2017/01/03 15:45:00,84.845,84.861,84.843,84.854,84.852,84.868,84.85,84.861
2017/01/03 15:46:00,84.854,84.858,84.841,84.857,84.861,84.865,84.848,84.864
2017/01/03 15:47:00,84.857,84.877,84.857,84.87,84.864,84.884,84.864,84.877
2017/01/03 15:48:00,84.87,84.881,84.867,84.874,84.877,84.888,84.874,84.881
2017/01/03 15:49:00,84.874,84.879,84.873,84.876,84.881,84.886,84.88,84.883
2017/01/03 15:50:00,84.876,84.881,84.866,84.874,84.883,84.888,84.873,84.881
2017/01/03 15:51:00,84.874,84.906,84.874,84.902,84.881,84.913,84.881,84.909
2017/01/03 15:52:00,84.902,84.91,84.897,84.905,84.909,84.917,84.904,84.912
2017/01/03 15:53:00,84.905,84.937,84.899,84.926,84.912,84.944,84.906,84.933
2017/01/03 15:54:00,84.926,84.928,84.91,84.927,84.933,84.935,84.917,84.934
2017/01/03 15:55:00,84.927,84.935,84.923,84.931,84.934,84.942,84.93,84.938
2017/01/03 15:56:00,84.931,84.958,84.93,84.954,84.938,84.965,84.937,84.961
2017/01/03 15:57:00,84.954,84.983,84.948,84.979,84.961,84.99,84.955,84.986
2017/01/03 15:58:00,84.979,84.998,84.978,84.995,84.986,85.005,84.985,85.002
2017/01/03 15:59:00,84.995,85.004,84.98,84.997,85.002,85.011,84.987,85.004
2017/01/03 16:00:00,84.997,85.002,84.974,84.981,85.004,85.009,84.981,84.988
2017/01/03 16:01:00,84.981,84.983,84.961,84.965,84.988,84.99,84.968,84.972
2017/01/03 16:02:00,84.965,84.975,84.959,84.975,84.972,84.982,84.966,84.982
2017/01/03 16:03:00,84.975,84.991,84.96,84.972,84.982,84.998,84.967,84.979
2017/01/03 16:04:00,84.972,84.995,84.972,84.982,84.979,85.002,84.979,84.989
2017/01/03 16:05:00,84.982,84.988,84.96,84.968,84.989,84.995,84.967,84.975
2017/01/03 16:06:00,84.968,84.988,84.956,84.958,84.975,84.995,84.963,84.965
2017/01/03 16:07:00,84.958,84.975,84.951,84.97,84.965,84.982,84.958,84.977
2017/01/03 16:08:00,84.97,84.981,84.961,84.961,84.977,84.988,84.968,84.968
2017/01/03 16:09:00,84.961,84.975,84.952,84.962,84.968,84.982,84.959,84.969
2017/01/03 16:10:00,84.962,84.99,84.956,84.981,84.969,84.997,84.963,84.988
2017/01/03 16:11:00,84.981,84.991,84.96,84.966,84.988,84.998,84.967,84.973
2017/01/03 16:12:00,84.966,84.969,84.928,84.933,84.973,84.976,84.935,84.94
2017/01/03 16:13:00,84.933,84.956,84.928,84.949,84.94,84.963,84.935,84.956
2017/01/03 16:14:00,84.949,84.957,84.93,84.933,84.956,84.964,84.937,84.94
2017/01/03 16:15:00,84.933,84.962,84.932,84.947,84.94,84.969,84.939,84.954
2017/01/03 16:16:00,84.947,84.951,84.928,84.937,84.954,84.958,84.935,84.944
2017/01/03 16:17:00,84.937,84.948,84.911,84.922,84.944,84.955,84.918,84.929
2017/01/03 16:18:00,84.922,84.962,84.921,84.958,84.929,84.969,84.928,84.965
2017/01/03 16:19:00,84.958,84.996,84.957,84.991,84.965,85.003,84.964,84.998
2017/01/03 16:20:00,84.991,85,84.985,84.996,84.998,85.007,84.992,85.003
2017/01/03 16:21:00,84.996,84.999,84.971,84.977,85.003,85.006,84.978,84.984
2017/01/03 16:22:00,84.977,84.994,84.975,84.994,84.984,85.001,84.982,85.001
2017/01/03 16:23:00,84.994,84.999,84.987,84.988,85.001,85.006,84.994,84.995
2017/01/03 16:24:00,84.988,84.995,84.961,84.961,84.995,85.002,84.968,84.968
2017/01/03 16:25:00,84.961,84.991,84.959,84.979,84.968,84.998,84.966,84.986
2017/01/03 16:26:00,84.979,84.992,84.953,84.97,84.986,84.999,84.96,84.977
2017/01/03 16:27:00,84.97,84.983,84.935,84.938,84.977,84.99,84.942,84.945
2017/01/03 16:28:00,84.938,84.959,84.938,84.947,84.945,84.966,84.945,84.954
2017/01/03 16:29:00,84.947,84.964,84.947,84.956,84.954,84.971,84.954,84.963
2017/01/03 16:30:00,84.956,84.976,84.953,84.955,84.963,84.983,84.96,84.962
2017/01/03 16:31:00,84.955,84.958,84.939,84.944,84.962,84.965,84.946,84.951
2017/01/03 16:32:00,84.944,84.96,84.939,84.951,84.951,84.967,84.946,84.958
2017/01/03 16:33:00,84.951,84.956,84.939,84.951,84.958,84.963,84.946,84.958
2017/01/03 16:34:00,84.951,84.951,84.935,84.937,84.958,84.958,84.942,84.944
2017/01/03 16:35:00,84.937,84.944,84.922,84.924,84.944,84.951,84.929,84.931
2017/01/03 16:36:00,84.924,84.943,84.916,84.937,84.931,84.95,84.923,84.944
2017/01/03 16:37:00,84.937,84.937,84.918,84.924,84.944,84.944,84.925,84.931
2017/01/03 16:38:00,84.924,84.944,84.921,84.934,84.931,84.951,84.928,84.941
2017/01/03 16:39:00,84.934,84.942,84.926,84.935,84.941,84.949,84.933,84.942
2017/01/03 16:40:00,84.935,84.955,84.93,84.948,84.942,84.962,84.937,84.955
2017/01/03 16:41:00,84.948,84.981,84.947,84.963,84.955,84.988,84.954,84.97
2017/01/03 16:42:00,84.963,84.98,84.959,84.967,84.97,84.987,84.966,84.974
2017/01/03 16:43:00,84.967,84.98,84.96,84.978,84.974,84.987,84.967,84.985
2017/01/03 16:44:00,84.978,84.98,84.955,84.974,84.985,84.987,84.962,84.981
2017/01/03 16:45:00,84.974,84.995,84.967,84.995,84.981,85.002,84.974,85.002
2017/01/03 16:46:00,84.995,85.026,84.992,85.003,85.002,85.033,84.999,85.01
2017/01/03 16:47:00,85.003,85.022,84.993,85.008,85.01,85.029,85,85.015
2017/01/03 16:48:00,85.008,85.014,84.99,84.991,85.015,85.021,84.997,84.998
2017/01/03 16:49:00,84.991,84.996,84.962,84.992,84.998,85.003,84.969,84.999
2017/01/03 16:50:00,84.992,84.994,84.983,84.986,84.999,85.001,84.99,84.993
2017/01/03 16:51:00,84.986,84.993,84.981,84.991,84.993,85,84.988,84.998
2017/01/03 16:52:00,84.991,84.997,84.986,84.986,84.998,85.004,84.993,84.993
2017/01/03 16:53:00,84.986,84.992,84.976,84.987,84.993,84.999,84.983,84.994
2017/01/03 16:54:00,84.987,85.003,84.978,85.003,84.994,85.01,84.985,85.01
2017/01/03 16:55:00,85.003,85.006,84.994,84.996,85.01,85.013,85.001,85.003
2017/01/03 16:56:00,84.996,85.012,84.989,85.011,85.003,85.019,84.996,85.018
2017/01/03 16:57:00,85.011,85.022,84.999,85.022,85.018,85.029,85.006,85.029
2017/01/03 16:58:00,85.022,85.031,85.007,85.019,85.029,85.038,85.014,85.026
2017/01/03 16:59:00,85.019,85.019,84.995,85.005,85.026,85.026,85.002,85.012
2017/01/03 17:00:00,85.005,85.014,84.997,85.006,85.012,85.021,85.004,85.013
2017/01/03 17:01:00,85.006,85.05,84.998,85.035,85.013,85.057,85.005,85.042
2017/01/03 17:02:00,85.035,85.043,85.028,85.029,85.042,85.05,85.035,85.036
2017/01/03 17:03:00,85.029,85.057,85.027,85.047,85.036,85.064,85.034,85.054
2017/01/03 17:04:00,85.047,85.053,85.036,85.052,85.054,85.06,85.043,85.059
2017/01/03 17:05:00,85.052,85.072,85.049,85.05,85.059,85.079,85.056,85.057
2017/01/03 17:06:00,85.05,85.086,85.033,85.085,85.057,85.093,85.04,85.092
2017/01/03 17:07:00,85.085,85.1,85.082,85.085,85.092,85.107,85.089,85.092
2017/01/03 17:08:00,85.085,85.091,85.076,85.083,85.092,85.098,85.083,85.09
2017/01/03 17:09:00,85.083,85.086,85.063,85.067,85.09,85.093,85.07,85.074
2017/01/03 17:10:00,85.067,85.072,85.057,85.07,85.074,85.079,85.064,85.077
2017/01/03 17:11:00,85.07,85.075,85.06,85.06,85.077,85.082,85.067,85.067
2017/01/03 17:12:00,85.06,85.062,85.05,85.05,85.067,85.069,85.057,85.057
2017/01/03 17:13:00,85.05,85.08,85.05,85.069,85.057,85.087,85.057,85.076
