����,�n�l(BID),���l(BID),���l(BID),�I�l(BID),�n�l(ASK),���l(ASK),���l(ASK),�I�l(ASK)
2017/01/03 22:23:00,85.367,85.369,85.334,85.341,85.374,85.376,85.341,85.348
2017/01/03 22:24:00,85.341,85.342,85.313,85.314,85.348,85.349,85.32,85.321
2017/01/03 22:25:00,85.314,85.329,85.314,85.32,85.321,85.336,85.321,85.327
2017/01/03 22:26:00,85.32,85.328,85.314,85.317,85.327,85.335,85.321,85.324
2017/01/03 22:27:00,85.317,85.328,85.317,85.325,85.324,85.335,85.324,85.332
2017/01/03 22:28:00,85.325,85.334,85.323,85.326,85.332,85.341,85.33,85.333
2017/01/03 22:29:00,85.326,85.332,85.317,85.321,85.333,85.339,85.324,85.328
2017/01/03 22:30:00,85.321,85.337,85.319,85.329,85.328,85.344,85.326,85.336
2017/01/03 22:31:00,85.329,85.338,85.315,85.32,85.336,85.345,85.322,85.327
2017/01/03 22:32:00,85.32,85.325,85.295,85.296,85.327,85.332,85.302,85.303
2017/01/03 22:33:00,85.296,85.298,85.28,85.288,85.303,85.305,85.287,85.295
2017/01/03 22:34:00,85.288,85.288,85.263,85.264,85.295,85.295,85.27,85.271
2017/01/03 22:35:00,85.264,85.27,85.245,85.248,85.271,85.277,85.252,85.255
2017/01/03 22:36:00,85.248,85.262,85.248,85.257,85.255,85.269,85.255,85.264
2017/01/03 22:37:00,85.257,85.264,85.251,85.258,85.264,85.271,85.258,85.265
2017/01/03 22:38:00,85.258,85.279,85.258,85.262,85.265,85.286,85.265,85.269
2017/01/03 22:39:00,85.262,85.264,85.25,85.25,85.269,85.271,85.257,85.257
2017/01/03 22:40:00,85.25,85.256,85.244,85.245,85.257,85.263,85.251,85.252
2017/01/03 22:41:00,85.245,85.251,85.233,85.247,85.252,85.258,85.24,85.254
2017/01/03 22:42:00,85.247,85.252,85.243,85.248,85.254,85.259,85.25,85.255
2017/01/03 22:43:00,85.248,85.249,85.233,85.234,85.255,85.256,85.24,85.241
2017/01/03 22:44:00,85.234,85.24,85.222,85.223,85.241,85.247,85.229,85.23
2017/01/03 22:45:00,85.223,85.224,85.218,85.224,85.23,85.231,85.225,85.231
2017/01/03 22:46:00,85.224,85.226,85.194,85.203,85.231,85.233,85.201,85.21
2017/01/03 22:47:00,85.203,85.216,85.199,85.207,85.21,85.223,85.206,85.214
2017/01/03 22:48:00,85.207,85.231,85.204,85.231,85.214,85.238,85.211,85.238
2017/01/03 22:49:00,85.231,85.233,85.22,85.229,85.238,85.24,85.227,85.236
2017/01/03 22:50:00,85.229,85.252,85.228,85.247,85.236,85.259,85.235,85.254
2017/01/03 22:51:00,85.247,85.25,85.229,85.232,85.254,85.257,85.236,85.239
2017/01/03 22:52:00,85.232,85.249,85.229,85.243,85.239,85.256,85.236,85.25
2017/01/03 22:53:00,85.243,85.253,85.241,85.252,85.25,85.26,85.248,85.259
2017/01/03 22:54:00,85.252,85.254,85.237,85.249,85.259,85.261,85.244,85.256
2017/01/03 22:55:00,85.249,85.258,85.228,85.229,85.256,85.265,85.235,85.236
2017/01/03 22:56:00,85.229,85.245,85.229,85.245,85.236,85.252,85.236,85.252
2017/01/03 22:57:00,85.245,85.251,85.225,85.231,85.252,85.258,85.232,85.238
2017/01/03 22:58:00,85.231,85.233,85.221,85.228,85.238,85.24,85.228,85.235
2017/01/03 22:59:00,85.228,85.243,85.227,85.242,85.235,85.25,85.234,85.249
2017/01/03 23:00:00,85.242,85.258,85.239,85.251,85.249,85.265,85.246,85.258
2017/01/03 23:01:00,85.251,85.254,85.237,85.244,85.258,85.261,85.244,85.251
2017/01/03 23:02:00,85.244,85.261,85.243,85.256,85.251,85.268,85.25,85.263
2017/01/03 23:03:00,85.256,85.268,85.256,85.264,85.263,85.275,85.263,85.271
2017/01/03 23:04:00,85.264,85.279,85.26,85.276,85.271,85.286,85.267,85.283
2017/01/03 23:05:00,85.276,85.281,85.262,85.269,85.283,85.288,85.269,85.276
2017/01/03 23:06:00,85.269,85.281,85.268,85.278,85.276,85.288,85.275,85.285
2017/01/03 23:07:00,85.278,85.28,85.266,85.273,85.285,85.287,85.273,85.28
2017/01/03 23:08:00,85.273,85.273,85.239,85.245,85.28,85.28,85.246,85.252
2017/01/03 23:09:00,85.245,85.251,85.221,85.232,85.252,85.258,85.228,85.239
2017/01/03 23:10:00,85.232,85.254,85.232,85.251,85.239,85.261,85.239,85.258
2017/01/03 23:11:00,85.251,85.264,85.244,85.26,85.258,85.271,85.251,85.267
2017/01/03 23:12:00,85.26,85.272,85.251,85.27,85.267,85.279,85.258,85.277
2017/01/03 23:13:00,85.27,85.274,85.249,85.256,85.277,85.281,85.256,85.263
2017/01/03 23:14:00,85.256,85.258,85.239,85.241,85.263,85.265,85.246,85.248
2017/01/03 23:15:00,85.241,85.247,85.232,85.241,85.248,85.254,85.239,85.248
2017/01/03 23:16:00,85.241,85.241,85.22,85.236,85.248,85.248,85.227,85.243
2017/01/03 23:17:00,85.236,85.241,85.222,85.229,85.243,85.248,85.229,85.236
2017/01/03 23:18:00,85.229,85.23,85.206,85.206,85.236,85.237,85.213,85.213
2017/01/03 23:19:00,85.206,85.219,85.191,85.218,85.213,85.226,85.198,85.225
2017/01/03 23:20:00,85.218,85.227,85.205,85.222,85.225,85.234,85.212,85.229
2017/01/03 23:21:00,85.222,85.225,85.212,85.212,85.229,85.232,85.219,85.219
2017/01/03 23:22:00,85.212,85.234,85.212,85.231,85.219,85.241,85.219,85.238
2017/01/03 23:23:00,85.231,85.246,85.22,85.239,85.238,85.253,85.227,85.246
2017/01/03 23:24:00,85.239,85.259,85.234,85.257,85.246,85.266,85.241,85.264
2017/01/03 23:25:00,85.257,85.264,85.255,85.262,85.264,85.271,85.262,85.269
2017/01/03 23:26:00,85.262,85.271,85.259,85.27,85.269,85.278,85.266,85.277
2017/01/03 23:27:00,85.27,85.27,85.229,85.23,85.277,85.277,85.236,85.237
2017/01/03 23:28:00,85.23,85.247,85.228,85.242,85.237,85.254,85.235,85.249
2017/01/03 23:29:00,85.242,85.253,85.238,85.251,85.249,85.26,85.245,85.258
2017/01/03 23:30:00,85.251,85.261,85.243,85.257,85.258,85.268,85.25,85.264
2017/01/03 23:31:00,85.257,85.266,85.249,85.255,85.264,85.273,85.256,85.262
2017/01/03 23:32:00,85.255,85.271,85.253,85.253,85.262,85.278,85.26,85.26
2017/01/03 23:33:00,85.253,85.266,85.252,85.262,85.26,85.273,85.259,85.269
2017/01/03 23:34:00,85.262,85.269,85.25,85.26,85.269,85.276,85.257,85.267
2017/01/03 23:35:00,85.26,85.308,85.259,85.308,85.267,85.315,85.266,85.315
2017/01/03 23:36:00,85.308,85.321,85.302,85.304,85.315,85.328,85.309,85.311
2017/01/03 23:37:00,85.304,85.305,85.289,85.293,85.311,85.312,85.296,85.3
2017/01/03 23:38:00,85.293,85.307,85.278,85.278,85.3,85.314,85.285,85.285
2017/01/03 23:39:00,85.278,85.292,85.267,85.268,85.285,85.299,85.274,85.275
2017/01/03 23:40:00,85.268,85.302,85.266,85.279,85.275,85.309,85.273,85.286
2017/01/03 23:41:00,85.279,85.288,85.276,85.279,85.286,85.295,85.283,85.286
2017/01/03 23:42:00,85.279,85.293,85.269,85.288,85.286,85.3,85.276,85.295
2017/01/03 23:43:00,85.288,85.306,85.28,85.304,85.295,85.313,85.287,85.311
2017/01/03 23:44:00,85.304,85.311,85.292,85.31,85.311,85.318,85.299,85.317
2017/01/03 23:45:00,85.31,85.319,85.307,85.313,85.317,85.326,85.314,85.32
2017/01/03 23:46:00,85.313,85.331,85.308,85.313,85.32,85.338,85.315,85.32
2017/01/03 23:47:00,85.313,85.316,85.295,85.298,85.32,85.323,85.302,85.305
2017/01/03 23:48:00,85.298,85.321,85.293,85.315,85.305,85.328,85.3,85.322
2017/01/03 23:49:00,85.315,85.35,85.313,85.317,85.322,85.357,85.32,85.324
2017/01/03 23:50:00,85.317,85.346,85.316,85.328,85.324,85.353,85.323,85.335
2017/01/03 23:51:00,85.328,85.336,85.307,85.319,85.335,85.343,85.314,85.326
2017/01/03 23:52:00,85.319,85.33,85.316,85.319,85.326,85.337,85.323,85.326
2017/01/03 23:53:00,85.319,85.331,85.319,85.328,85.326,85.338,85.326,85.335
2017/01/03 23:54:00,85.328,85.329,85.308,85.319,85.335,85.336,85.315,85.326
2017/01/03 23:55:00,85.319,85.359,85.319,85.358,85.326,85.366,85.326,85.365
2017/01/03 23:56:00,85.358,85.375,85.351,85.362,85.365,85.382,85.358,85.369
2017/01/03 23:57:00,85.362,85.379,85.361,85.362,85.369,85.386,85.368,85.369
2017/01/03 23:58:00,85.362,85.367,85.352,85.364,85.369,85.374,85.359,85.371
2017/01/03 23:59:00,85.364,85.413,85.331,85.413,85.371,85.463,85.37,85.463
2017/01/04 00:00:00,85.413,85.464,85.41,85.429,85.463,85.498,85.427,85.447
2017/01/04 00:01:00,85.429,85.459,85.417,85.418,85.447,85.466,85.424,85.425
2017/01/04 00:02:00,85.418,85.444,85.415,85.444,85.425,85.451,85.422,85.451
2017/01/04 00:03:00,85.444,85.45,85.415,85.431,85.451,85.457,85.422,85.438
2017/01/04 00:04:00,85.431,85.457,85.405,85.407,85.438,85.464,85.412,85.414
2017/01/04 00:05:00,85.407,85.407,85.371,85.4,85.414,85.414,85.378,85.407
2017/01/04 00:06:00,85.4,85.433,85.395,85.419,85.407,85.44,85.402,85.426
2017/01/04 00:07:00,85.419,85.453,85.405,85.442,85.426,85.46,85.412,85.449
2017/01/04 00:08:00,85.442,85.456,85.43,85.43,85.449,85.463,85.437,85.437
2017/01/04 00:09:00,85.43,85.475,85.421,85.471,85.437,85.482,85.428,85.478
2017/01/04 00:10:00,85.471,85.474,85.438,85.459,85.478,85.481,85.445,85.466
2017/01/04 00:11:00,85.459,85.461,85.431,85.431,85.466,85.468,85.438,85.438
2017/01/04 00:12:00,85.431,85.435,85.386,85.386,85.438,85.442,85.393,85.393
2017/01/04 00:13:00,85.386,85.402,85.363,85.386,85.393,85.409,85.37,85.393
2017/01/04 00:14:00,85.386,85.415,85.385,85.405,85.393,85.422,85.392,85.412
2017/01/04 00:15:00,85.405,85.407,85.381,85.388,85.412,85.414,85.388,85.395
2017/01/04 00:16:00,85.388,85.395,85.354,85.369,85.395,85.402,85.361,85.376
2017/01/04 00:17:00,85.369,85.403,85.361,85.402,85.376,85.41,85.368,85.409
2017/01/04 00:18:00,85.402,85.404,85.363,85.373,85.409,85.411,85.37,85.38
2017/01/04 00:19:00,85.373,85.394,85.357,85.373,85.38,85.401,85.364,85.38
2017/01/04 00:20:00,85.373,85.386,85.357,85.381,85.38,85.393,85.364,85.388
2017/01/04 00:21:00,85.381,85.381,85.356,85.375,85.388,85.388,85.363,85.382
2017/01/04 00:22:00,85.375,85.378,85.363,85.374,85.382,85.385,85.37,85.381
2017/01/04 00:23:00,85.374,85.379,85.357,85.358,85.381,85.386,85.364,85.365
2017/01/04 00:24:00,85.358,85.358,85.337,85.347,85.365,85.365,85.344,85.354
2017/01/04 00:25:00,85.347,85.355,85.34,85.353,85.354,85.362,85.347,85.36
2017/01/04 00:26:00,85.353,85.374,85.345,85.349,85.36,85.381,85.352,85.356
2017/01/04 00:27:00,85.349,85.354,85.336,85.341,85.356,85.361,85.343,85.348
2017/01/04 00:28:00,85.341,85.347,85.322,85.341,85.348,85.354,85.329,85.348
2017/01/04 00:29:00,85.341,85.357,85.336,85.347,85.348,85.364,85.343,85.354
2017/01/04 00:30:00,85.347,85.374,85.346,85.363,85.354,85.381,85.353,85.37
2017/01/04 00:31:00,85.363,85.37,85.351,85.361,85.37,85.377,85.358,85.368
2017/01/04 00:32:00,85.361,85.37,85.35,85.351,85.368,85.377,85.357,85.358
2017/01/04 00:33:00,85.351,85.352,85.324,85.325,85.358,85.359,85.331,85.332
2017/01/04 00:34:00,85.325,85.327,85.283,85.286,85.332,85.334,85.29,85.293
2017/01/04 00:35:00,85.286,85.301,85.273,85.298,85.293,85.308,85.28,85.305
2017/01/04 00:36:00,85.298,85.31,85.281,85.289,85.305,85.317,85.288,85.296
2017/01/04 00:37:00,85.289,85.29,85.275,85.283,85.296,85.297,85.282,85.29
2017/01/04 00:38:00,85.283,85.299,85.273,85.298,85.29,85.306,85.28,85.305
2017/01/04 00:39:00,85.298,85.306,85.286,85.287,85.305,85.313,85.293,85.294
2017/01/04 00:40:00,85.287,85.306,85.287,85.304,85.294,85.313,85.294,85.311
2017/01/04 00:41:00,85.304,85.305,85.29,85.291,85.311,85.312,85.297,85.298
2017/01/04 00:42:00,85.291,85.304,85.287,85.304,85.298,85.311,85.294,85.311
2017/01/04 00:43:00,85.304,85.316,85.299,85.3,85.311,85.323,85.306,85.307
2017/01/04 00:44:00,85.3,85.303,85.287,85.287,85.307,85.31,85.294,85.294
2017/01/04 00:45:00,85.287,85.294,85.278,85.293,85.294,85.301,85.285,85.3
2017/01/04 00:46:00,85.293,85.302,85.289,85.302,85.3,85.309,85.296,85.309
2017/01/04 00:47:00,85.302,85.309,85.296,85.304,85.309,85.316,85.303,85.311
2017/01/04 00:48:00,85.304,85.328,85.303,85.314,85.311,85.335,85.31,85.321
2017/01/04 00:49:00,85.314,85.314,85.295,85.296,85.321,85.321,85.302,85.303
2017/01/04 00:50:00,85.296,85.301,85.165,85.19,85.303,85.308,85.172,85.197
2017/01/04 00:51:00,85.19,85.226,85.177,85.223,85.197,85.233,85.184,85.23
2017/01/04 00:52:00,85.223,85.233,85.192,85.206,85.23,85.24,85.199,85.213
2017/01/04 00:53:00,85.206,85.214,85.157,85.174,85.213,85.221,85.164,85.181
2017/01/04 00:54:00,85.174,85.218,85.174,85.196,85.181,85.225,85.181,85.203
2017/01/04 00:55:00,85.196,85.206,85.189,85.192,85.203,85.213,85.196,85.199
2017/01/04 00:56:00,85.192,85.192,85.128,85.152,85.199,85.199,85.135,85.159
2017/01/04 00:57:00,85.152,85.196,85.15,85.176,85.159,85.203,85.157,85.183
2017/01/04 00:58:00,85.176,85.202,85.154,85.199,85.183,85.209,85.161,85.206
2017/01/04 00:59:00,85.199,85.234,85.183,85.219,85.206,85.241,85.19,85.226
2017/01/04 01:00:00,85.219,85.241,85.196,85.219,85.226,85.248,85.203,85.226
2017/01/04 01:01:00,85.219,85.228,85.193,85.214,85.226,85.235,85.2,85.221
2017/01/04 01:02:00,85.214,85.227,85.203,85.221,85.221,85.234,85.21,85.228
2017/01/04 01:03:00,85.221,85.242,85.194,85.204,85.228,85.249,85.201,85.211
2017/01/04 01:04:00,85.204,85.21,85.174,85.198,85.211,85.217,85.181,85.205
2017/01/04 01:05:00,85.198,85.209,85.186,85.208,85.205,85.216,85.193,85.215
2017/01/04 01:06:00,85.208,85.231,85.207,85.224,85.215,85.238,85.214,85.231
2017/01/04 01:07:00,85.224,85.227,85.211,85.212,85.231,85.234,85.218,85.219
2017/01/04 01:08:00,85.212,85.249,85.211,85.243,85.219,85.256,85.218,85.25
2017/01/04 01:09:00,85.243,85.256,85.181,85.182,85.25,85.263,85.188,85.189
2017/01/04 01:10:00,85.182,85.217,85.181,85.215,85.189,85.224,85.188,85.222
2017/01/04 01:11:00,85.215,85.215,85.183,85.188,85.222,85.222,85.19,85.195
2017/01/04 01:12:00,85.188,85.23,85.184,85.228,85.195,85.237,85.191,85.235
2017/01/04 01:13:00,85.228,85.249,85.215,85.246,85.235,85.256,85.222,85.253
2017/01/04 01:14:00,85.246,85.247,85.216,85.233,85.253,85.254,85.223,85.24
2017/01/04 01:15:00,85.233,85.243,85.214,85.228,85.24,85.25,85.221,85.235
2017/01/04 01:16:00,85.228,85.244,85.218,85.225,85.235,85.251,85.225,85.232
2017/01/04 01:17:00,85.225,85.237,85.2,85.211,85.232,85.244,85.207,85.218
2017/01/04 01:18:00,85.211,85.222,85.157,85.18,85.218,85.229,85.164,85.187
2017/01/04 01:19:00,85.18,85.191,85.17,85.191,85.187,85.198,85.177,85.198
2017/01/04 01:20:00,85.191,85.216,85.16,85.19,85.198,85.223,85.167,85.197
2017/01/04 01:21:00,85.19,85.208,85.176,85.202,85.197,85.215,85.183,85.209
2017/01/04 01:22:00,85.202,85.208,85.183,85.197,85.209,85.215,85.19,85.204
2017/01/04 01:23:00,85.197,85.211,85.193,85.195,85.204,85.218,85.2,85.202
2017/01/04 01:24:00,85.195,85.202,85.184,85.19,85.202,85.209,85.191,85.197
2017/01/04 01:25:00,85.19,85.193,85.162,85.179,85.197,85.2,85.169,85.186
2017/01/04 01:26:00,85.179,85.189,85.165,85.169,85.186,85.196,85.172,85.176
2017/01/04 01:27:00,85.169,85.169,85.131,85.162,85.176,85.176,85.138,85.169
2017/01/04 01:28:00,85.162,85.172,85.146,85.15,85.169,85.179,85.153,85.157
2017/01/04 01:29:00,85.15,85.163,85.087,85.093,85.157,85.17,85.094,85.1
2017/01/04 01:30:00,85.093,85.117,85.064,85.094,85.1,85.124,85.071,85.101
2017/01/04 01:31:00,85.094,85.127,85.094,85.117,85.101,85.134,85.101,85.124
2017/01/04 01:32:00,85.117,85.137,85.103,85.116,85.124,85.144,85.11,85.123
2017/01/04 01:33:00,85.116,85.117,85.096,85.112,85.123,85.124,85.103,85.119
2017/01/04 01:34:00,85.112,85.117,85.084,85.092,85.119,85.124,85.091,85.099
2017/01/04 01:35:00,85.092,85.095,85.046,85.049,85.099,85.102,85.053,85.056
2017/01/04 01:36:00,85.049,85.062,85.025,85.031,85.056,85.069,85.032,85.038
2017/01/04 01:37:00,85.031,85.056,85.014,85.049,85.038,85.063,85.021,85.056
2017/01/04 01:38:00,85.049,85.063,85.038,85.039,85.056,85.07,85.045,85.046
2017/01/04 01:39:00,85.039,85.059,85.034,85.048,85.046,85.066,85.041,85.055
2017/01/04 01:40:00,85.048,85.048,84.976,84.98,85.055,85.055,84.983,84.987
2017/01/04 01:41:00,84.98,85.035,84.979,84.997,84.987,85.042,84.986,85.004
2017/01/04 01:42:00,84.997,85.03,84.997,85.019,85.004,85.037,85.004,85.026
2017/01/04 01:43:00,85.019,85.022,84.968,85.008,85.026,85.029,84.975,85.015
2017/01/04 01:44:00,85.008,85.022,84.983,85.022,85.015,85.029,84.99,85.029
2017/01/04 01:45:00,85.022,85.047,84.997,85.044,85.029,85.054,85.004,85.051
2017/01/04 01:46:00,85.044,85.061,85.028,85.052,85.051,85.068,85.035,85.059
2017/01/04 01:47:00,85.052,85.087,85.052,85.086,85.059,85.094,85.059,85.093
2017/01/04 01:48:00,85.086,85.091,85.066,85.084,85.093,85.098,85.073,85.091
2017/01/04 01:49:00,85.084,85.089,85.065,85.077,85.091,85.096,85.072,85.084
2017/01/04 01:50:00,85.077,85.095,85.077,85.089,85.084,85.102,85.084,85.096
2017/01/04 01:51:00,85.089,85.1,85.066,85.079,85.096,85.107,85.073,85.086
2017/01/04 01:52:00,85.079,85.097,85.074,85.089,85.086,85.104,85.081,85.096
2017/01/04 01:53:00,85.089,85.096,85.074,85.089,85.096,85.103,85.081,85.096
2017/01/04 01:54:00,85.089,85.111,85.084,85.1,85.096,85.118,85.091,85.107
2017/01/04 01:55:00,85.1,85.11,85.08,85.086,85.107,85.117,85.087,85.093
2017/01/04 01:56:00,85.086,85.105,85.079,85.087,85.093,85.112,85.086,85.094
2017/01/04 01:57:00,85.087,85.087,85.051,85.054,85.094,85.094,85.058,85.061
2017/01/04 01:58:00,85.054,85.058,85.045,85.054,85.061,85.065,85.052,85.061
2017/01/04 01:59:00,85.054,85.09,85.054,85.09,85.061,85.097,85.061,85.097
2017/01/04 02:00:00,85.09,85.096,85.072,85.094,85.097,85.103,85.079,85.101
2017/01/04 02:01:00,85.094,85.097,85.081,85.081,85.101,85.104,85.088,85.088
2017/01/04 02:02:00,85.081,85.1,85.08,85.089,85.088,85.107,85.087,85.096
2017/01/04 02:03:00,85.089,85.099,85.08,85.097,85.096,85.106,85.087,85.104
2017/01/04 02:04:00,85.097,85.114,85.094,85.112,85.104,85.121,85.101,85.119
2017/01/04 02:05:00,85.112,85.125,85.09,85.105,85.119,85.132,85.097,85.112
2017/01/04 02:06:00,85.105,85.106,85.078,85.084,85.112,85.113,85.085,85.091
2017/01/04 02:07:00,85.084,85.084,85.06,85.062,85.091,85.091,85.067,85.069
2017/01/04 02:08:00,85.062,85.084,85.059,85.083,85.069,85.091,85.066,85.09
2017/01/04 02:09:00,85.083,85.095,85.076,85.091,85.09,85.102,85.083,85.098
2017/01/04 02:10:00,85.091,85.102,85.083,85.098,85.098,85.109,85.09,85.105
2017/01/04 02:11:00,85.098,85.103,85.087,85.088,85.105,85.11,85.094,85.095
2017/01/04 02:12:00,85.088,85.104,85.083,85.104,85.095,85.111,85.09,85.111
2017/01/04 02:13:00,85.104,85.112,85.082,85.083,85.111,85.119,85.089,85.09
2017/01/04 02:14:00,85.083,85.086,85.069,85.069,85.09,85.093,85.076,85.076
2017/01/04 02:15:00,85.069,85.09,85.067,85.09,85.076,85.097,85.074,85.097
2017/01/04 02:16:00,85.09,85.11,85.089,85.11,85.097,85.117,85.096,85.117
2017/01/04 02:17:00,85.11,85.11,85.088,85.095,85.117,85.117,85.095,85.102
2017/01/04 02:18:00,85.095,85.11,85.09,85.104,85.102,85.117,85.097,85.111
2017/01/04 02:19:00,85.104,85.122,85.101,85.117,85.111,85.129,85.108,85.124
2017/01/04 02:20:00,85.117,85.117,85.097,85.101,85.124,85.124,85.104,85.108
2017/01/04 02:21:00,85.101,85.103,85.08,85.089,85.108,85.11,85.087,85.096
2017/01/04 02:22:00,85.089,85.089,85.073,85.076,85.096,85.096,85.08,85.083
2017/01/04 02:23:00,85.076,85.077,85.064,85.073,85.083,85.084,85.071,85.08
2017/01/04 02:24:00,85.073,85.102,85.07,85.084,85.08,85.109,85.077,85.091
2017/01/04 02:25:00,85.084,85.1,85.081,85.09,85.091,85.107,85.088,85.097
2017/01/04 02:26:00,85.09,85.095,85.079,85.08,85.097,85.102,85.086,85.087
2017/01/04 02:27:00,85.08,85.091,85.07,85.074,85.087,85.098,85.077,85.081
2017/01/04 02:28:00,85.074,85.075,85.064,85.075,85.081,85.082,85.071,85.082
2017/01/04 02:29:00,85.075,85.078,85.068,85.075,85.082,85.085,85.075,85.082
2017/01/04 02:30:00,85.075,85.077,85.048,85.05,85.082,85.084,85.055,85.057
2017/01/04 02:31:00,85.05,85.064,85.05,85.061,85.057,85.071,85.057,85.068
2017/01/04 02:32:00,85.061,85.067,85.053,85.067,85.068,85.074,85.06,85.074
2017/01/04 02:33:00,85.067,85.071,85.06,85.068,85.074,85.078,85.067,85.075
2017/01/04 02:34:00,85.068,85.103,85.068,85.092,85.075,85.11,85.075,85.099
2017/01/04 02:35:00,85.092,85.105,85.087,85.103,85.099,85.112,85.094,85.11
2017/01/04 02:36:00,85.103,85.117,85.091,85.097,85.11,85.124,85.098,85.104
2017/01/04 02:37:00,85.097,85.109,85.092,85.108,85.104,85.116,85.099,85.115
2017/01/04 02:38:00,85.108,85.114,85.095,85.096,85.115,85.121,85.102,85.103
2017/01/04 02:39:00,85.096,85.103,85.088,85.096,85.103,85.11,85.095,85.103
2017/01/04 02:40:00,85.096,85.096,85.069,85.08,85.103,85.103,85.076,85.087
2017/01/04 02:41:00,85.08,85.08,85.05,85.05,85.087,85.087,85.057,85.057
2017/01/04 02:42:00,85.05,85.052,85.026,85.034,85.057,85.059,85.033,85.041
2017/01/04 02:43:00,85.034,85.044,85.02,85.022,85.041,85.051,85.027,85.029
2017/01/04 02:44:00,85.022,85.026,85.011,85.016,85.029,85.033,85.018,85.023
2017/01/04 02:45:00,85.016,85.021,84.987,84.989,85.023,85.028,84.994,84.996
2017/01/04 02:46:00,84.989,85.005,84.987,85.004,84.996,85.012,84.994,85.011
2017/01/04 02:47:00,85.004,85.024,85.004,85.019,85.011,85.031,85.011,85.026
2017/01/04 02:48:00,85.019,85.038,85.016,85.038,85.026,85.045,85.023,85.045
2017/01/04 02:49:00,85.038,85.05,85.033,85.039,85.045,85.057,85.04,85.046
2017/01/04 02:50:00,85.039,85.049,85.023,85.025,85.046,85.056,85.03,85.032
2017/01/04 02:51:00,85.025,85.031,85.011,85.015,85.032,85.038,85.018,85.022
2017/01/04 02:52:00,85.015,85.021,85.006,85.015,85.022,85.028,85.013,85.022
2017/01/04 02:53:00,85.015,85.02,85.011,85.012,85.022,85.027,85.018,85.019
2017/01/04 02:54:00,85.012,85.02,85.006,85.007,85.019,85.027,85.013,85.014
2017/01/04 02:55:00,85.007,85.022,85.007,85.019,85.014,85.029,85.014,85.026
2017/01/04 02:56:00,85.019,85.022,85.006,85.014,85.026,85.029,85.013,85.021
2017/01/04 02:57:00,85.014,85.016,85.005,85.005,85.021,85.023,85.012,85.012
2017/01/04 02:58:00,85.005,85.01,84.994,85,85.012,85.017,85.001,85.007
2017/01/04 02:59:00,85,85.004,84.974,84.988,85.007,85.011,84.981,84.995
2017/01/04 03:00:00,84.988,85.004,84.986,84.987,84.995,85.011,84.993,84.994
2017/01/04 03:01:00,84.987,84.987,84.868,84.902,84.994,84.994,84.875,84.909
2017/01/04 03:02:00,84.902,84.93,84.873,84.901,84.909,84.937,84.88,84.908
2017/01/04 03:03:00,84.901,84.925,84.892,84.917,84.908,84.932,84.899,84.924
2017/01/04 03:04:00,84.917,84.917,84.898,84.901,84.924,84.924,84.905,84.908
2017/01/04 03:05:00,84.901,84.911,84.87,84.892,84.908,84.918,84.877,84.899
2017/01/04 03:06:00,84.892,84.91,84.891,84.91,84.899,84.917,84.898,84.917
2017/01/04 03:07:00,84.91,84.917,84.893,84.895,84.917,84.924,84.9,84.902
2017/01/04 03:08:00,84.895,84.91,84.891,84.902,84.902,84.917,84.898,84.909
2017/01/04 03:09:00,84.902,84.906,84.888,84.891,84.909,84.913,84.895,84.898
2017/01/04 03:10:00,84.891,84.896,84.878,84.893,84.898,84.903,84.885,84.9
2017/01/04 03:11:00,84.893,84.914,84.892,84.91,84.9,84.921,84.899,84.917
2017/01/04 03:12:00,84.91,84.926,84.909,84.919,84.917,84.933,84.916,84.926
2017/01/04 03:13:00,84.919,84.923,84.91,84.919,84.926,84.93,84.917,84.926
2017/01/04 03:14:00,84.919,84.935,84.918,84.932,84.926,84.942,84.925,84.939
2017/01/04 03:15:00,84.932,84.935,84.924,84.924,84.939,84.942,84.931,84.931
2017/01/04 03:16:00,84.924,84.927,84.909,84.911,84.931,84.934,84.916,84.918
2017/01/04 03:17:00,84.911,84.917,84.899,84.902,84.918,84.924,84.906,84.909
2017/01/04 03:18:00,84.902,84.914,84.897,84.91,84.909,84.921,84.904,84.917
2017/01/04 03:19:00,84.91,84.912,84.899,84.905,84.917,84.919,84.906,84.912
2017/01/04 03:20:00,84.905,84.922,84.901,84.916,84.912,84.929,84.908,84.923
2017/01/04 03:21:00,84.916,84.936,84.911,84.928,84.923,84.943,84.918,84.935
2017/01/04 03:22:00,84.928,84.937,84.919,84.921,84.935,84.944,84.926,84.928
2017/01/04 03:23:00,84.921,84.929,84.917,84.927,84.928,84.936,84.924,84.934
2017/01/04 03:24:00,84.927,84.928,84.91,84.914,84.934,84.935,84.917,84.921
2017/01/04 03:25:00,84.914,84.935,84.913,84.927,84.921,84.942,84.92,84.934
2017/01/04 03:26:00,84.927,84.931,84.918,84.92,84.934,84.938,84.925,84.927
2017/01/04 03:27:00,84.92,84.926,84.915,84.916,84.927,84.933,84.922,84.923
2017/01/04 03:28:00,84.916,84.921,84.906,84.913,84.923,84.928,84.913,84.92
2017/01/04 03:29:00,84.913,84.917,84.9,84.902,84.92,84.924,84.907,84.909
2017/01/04 03:30:00,84.902,84.912,84.89,84.891,84.909,84.919,84.897,84.898
2017/01/04 03:31:00,84.891,84.9,84.89,84.894,84.898,84.907,84.897,84.901
