日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/10 07:00:00,87.751,87.751,87.69,87.693,87.841,87.841,87.763,87.783
2017/01/10 07:01:00,87.693,87.693,87.487,87.579,87.783,87.793,87.577,87.669
2017/01/10 07:02:00,87.579,87.579,87.463,87.472,87.669,87.669,87.542,87.562
2017/01/10 07:03:00,87.472,87.55,87.469,87.546,87.562,87.64,87.541,87.636
2017/01/10 07:04:00,87.546,87.564,87.54,87.55,87.636,87.654,87.63,87.64
2017/01/10 07:05:00,87.55,87.602,87.523,87.541,87.64,87.677,87.613,87.631
2017/01/10 07:06:00,87.541,87.616,87.54,87.58,87.631,87.706,87.63,87.67
2017/01/10 07:07:00,87.58,87.586,87.556,87.583,87.67,87.676,87.646,87.673
2017/01/10 07:08:00,87.583,87.588,87.562,87.562,87.673,87.678,87.652,87.652
2017/01/10 07:09:00,87.562,87.596,87.556,87.564,87.652,87.664,87.619,87.654
2017/01/10 07:10:00,87.564,87.598,87.562,87.588,87.654,87.654,87.603,87.605
2017/01/10 07:11:00,87.588,87.619,87.587,87.617,87.605,87.64,87.604,87.634
2017/01/10 07:12:00,87.617,87.625,87.609,87.612,87.634,87.661,87.626,87.647
2017/01/10 07:13:00,87.612,87.616,87.61,87.61,87.647,87.65,87.64,87.64
2017/01/10 07:14:00,87.61,87.63,87.607,87.607,87.64,87.661,87.626,87.637
2017/01/10 07:15:00,87.607,87.61,87.572,87.579,87.637,87.646,87.589,87.614
2017/01/10 07:16:00,87.579,87.598,87.579,87.598,87.614,87.634,87.614,87.629
2017/01/10 07:17:00,87.598,87.604,87.58,87.585,87.629,87.639,87.597,87.621
2017/01/10 07:18:00,87.585,87.588,87.55,87.562,87.621,87.627,87.567,87.6
2017/01/10 07:19:00,87.562,87.577,87.523,87.53,87.6,87.608,87.556,87.562
2017/01/10 07:20:00,87.53,87.537,87.512,87.531,87.562,87.576,87.529,87.567
2017/01/10 07:21:00,87.531,87.548,87.527,87.547,87.567,87.585,87.564,87.578
2017/01/10 07:22:00,87.547,87.601,87.542,87.57,87.578,87.641,87.578,87.611
2017/01/10 07:23:00,87.57,87.589,87.528,87.589,87.611,87.635,87.564,87.606
2017/01/10 07:24:00,87.589,87.6,87.547,87.591,87.606,87.617,87.564,87.608
2017/01/10 07:25:00,87.591,87.597,87.575,87.589,87.608,87.614,87.592,87.606
2017/01/10 07:26:00,87.589,87.593,87.576,87.587,87.606,87.61,87.593,87.604
2017/01/10 07:27:00,87.587,87.605,87.564,87.595,87.604,87.622,87.581,87.612
2017/01/10 07:28:00,87.595,87.597,87.589,87.59,87.612,87.614,87.606,87.607
2017/01/10 07:29:00,87.59,87.593,87.575,87.58,87.607,87.61,87.592,87.597
2017/01/10 07:30:00,87.58,87.615,87.578,87.595,87.597,87.632,87.595,87.612
2017/01/10 07:31:00,87.595,87.63,87.594,87.625,87.612,87.647,87.611,87.642
2017/01/10 07:32:00,87.625,87.631,87.615,87.631,87.642,87.648,87.632,87.648
2017/01/10 07:33:00,87.631,87.635,87.62,87.623,87.648,87.652,87.637,87.64
2017/01/10 07:34:00,87.623,87.631,87.62,87.622,87.64,87.648,87.637,87.639
2017/01/10 07:35:00,87.622,87.622,87.616,87.616,87.639,87.639,87.633,87.633
2017/01/10 07:36:00,87.616,87.624,87.616,87.623,87.633,87.641,87.633,87.64
2017/01/10 07:37:00,87.623,87.625,87.623,87.624,87.64,87.642,87.64,87.641
2017/01/10 07:38:00,87.624,87.625,87.619,87.619,87.641,87.642,87.636,87.636
2017/01/10 07:39:00,87.619,87.619,87.616,87.618,87.636,87.636,87.633,87.635
2017/01/10 07:40:00,87.618,87.627,87.618,87.627,87.635,87.644,87.635,87.644
2017/01/10 07:41:00,87.627,87.645,87.627,87.637,87.644,87.662,87.644,87.654
2017/01/10 07:42:00,87.637,87.637,87.6,87.616,87.654,87.654,87.617,87.633
2017/01/10 07:43:00,87.616,87.642,87.611,87.611,87.633,87.659,87.628,87.628
2017/01/10 07:44:00,87.611,87.611,87.596,87.602,87.628,87.628,87.613,87.619
2017/01/10 07:45:00,87.602,87.604,87.597,87.603,87.619,87.621,87.614,87.62
2017/01/10 07:46:00,87.603,87.611,87.602,87.61,87.62,87.628,87.619,87.627
2017/01/10 07:47:00,87.61,87.619,87.609,87.619,87.627,87.636,87.626,87.636
2017/01/10 07:48:00,87.619,87.619,87.614,87.616,87.636,87.636,87.631,87.633
2017/01/10 07:49:00,87.616,87.617,87.615,87.616,87.633,87.634,87.632,87.633
2017/01/10 07:50:00,87.616,87.637,87.613,87.619,87.633,87.654,87.63,87.636
2017/01/10 07:51:00,87.619,87.643,87.618,87.636,87.636,87.66,87.635,87.653
2017/01/10 07:52:00,87.636,87.651,87.636,87.646,87.653,87.668,87.653,87.663
2017/01/10 07:53:00,87.646,87.656,87.639,87.642,87.663,87.673,87.656,87.659
2017/01/10 07:54:00,87.642,87.642,87.638,87.638,87.659,87.659,87.655,87.655
2017/01/10 07:55:00,87.638,87.638,87.632,87.633,87.655,87.655,87.649,87.65
2017/01/10 07:56:00,87.633,87.651,87.633,87.651,87.65,87.668,87.65,87.668
2017/01/10 07:57:00,87.651,87.673,87.649,87.664,87.668,87.701,87.666,87.681
2017/01/10 07:58:00,87.664,87.673,87.664,87.669,87.681,87.69,87.681,87.686
2017/01/10 07:59:00,87.669,87.685,87.669,87.683,87.686,87.711,87.686,87.7
2017/01/10 08:00:00,87.683,87.686,87.669,87.679,87.7,87.703,87.686,87.696
2017/01/10 08:01:00,87.679,87.693,87.668,87.672,87.696,87.71,87.685,87.689
2017/01/10 08:02:00,87.672,87.68,87.664,87.669,87.689,87.697,87.681,87.686
2017/01/10 08:03:00,87.669,87.673,87.653,87.653,87.686,87.69,87.67,87.67
2017/01/10 08:04:00,87.653,87.663,87.652,87.659,87.67,87.68,87.669,87.676
2017/01/10 08:05:00,87.659,87.672,87.658,87.67,87.676,87.689,87.675,87.687
2017/01/10 08:06:00,87.67,87.674,87.659,87.671,87.687,87.691,87.676,87.688
2017/01/10 08:07:00,87.671,87.677,87.667,87.667,87.688,87.694,87.684,87.684
2017/01/10 08:08:00,87.667,87.676,87.665,87.671,87.684,87.693,87.682,87.688
2017/01/10 08:09:00,87.671,87.677,87.668,87.67,87.688,87.694,87.685,87.687
2017/01/10 08:10:00,87.67,87.676,87.667,87.676,87.687,87.693,87.684,87.693
2017/01/10 08:11:00,87.676,87.699,87.672,87.695,87.693,87.716,87.689,87.712
2017/01/10 08:12:00,87.695,87.724,87.695,87.706,87.712,87.741,87.712,87.723
2017/01/10 08:13:00,87.706,87.71,87.698,87.707,87.723,87.727,87.715,87.724
2017/01/10 08:14:00,87.707,87.717,87.701,87.713,87.724,87.734,87.718,87.73
2017/01/10 08:15:00,87.713,87.735,87.689,87.706,87.73,87.752,87.706,87.723
2017/01/10 08:16:00,87.706,87.708,87.668,87.676,87.723,87.725,87.685,87.693
2017/01/10 08:17:00,87.676,87.729,87.676,87.718,87.693,87.746,87.693,87.735
2017/01/10 08:18:00,87.718,87.727,87.711,87.722,87.735,87.744,87.728,87.739
2017/01/10 08:19:00,87.722,87.739,87.722,87.734,87.739,87.756,87.739,87.751
2017/01/10 08:20:00,87.734,87.735,87.72,87.72,87.751,87.752,87.737,87.737
2017/01/10 08:21:00,87.72,87.724,87.716,87.721,87.737,87.741,87.733,87.738
2017/01/10 08:22:00,87.721,87.731,87.713,87.72,87.738,87.748,87.73,87.737
2017/01/10 08:23:00,87.72,87.757,87.718,87.748,87.737,87.774,87.735,87.765
2017/01/10 08:24:00,87.748,87.758,87.723,87.747,87.765,87.775,87.74,87.764
2017/01/10 08:25:00,87.747,87.761,87.747,87.761,87.764,87.778,87.764,87.778
2017/01/10 08:26:00,87.761,87.768,87.76,87.764,87.778,87.785,87.777,87.781
2017/01/10 08:27:00,87.764,87.765,87.762,87.764,87.781,87.782,87.779,87.781
2017/01/10 08:28:00,87.764,87.77,87.764,87.764,87.781,87.787,87.781,87.781
2017/01/10 08:29:00,87.764,87.794,87.764,87.786,87.781,87.811,87.781,87.803
2017/01/10 08:30:00,87.786,87.799,87.782,87.795,87.803,87.816,87.799,87.812
2017/01/10 08:31:00,87.795,87.829,87.786,87.826,87.812,87.846,87.803,87.843
2017/01/10 08:32:00,87.826,87.826,87.814,87.816,87.843,87.843,87.831,87.833
2017/01/10 08:33:00,87.816,87.82,87.812,87.816,87.833,87.837,87.829,87.833
2017/01/10 08:34:00,87.816,87.816,87.798,87.799,87.833,87.833,87.815,87.816
2017/01/10 08:35:00,87.799,87.806,87.769,87.776,87.816,87.823,87.786,87.793
2017/01/10 08:36:00,87.776,87.776,87.753,87.764,87.793,87.793,87.77,87.781
2017/01/10 08:37:00,87.764,87.788,87.76,87.777,87.781,87.805,87.777,87.794
2017/01/10 08:38:00,87.777,87.788,87.771,87.778,87.794,87.805,87.788,87.795
2017/01/10 08:39:00,87.778,87.783,87.769,87.782,87.795,87.8,87.786,87.799
2017/01/10 08:40:00,87.782,87.79,87.759,87.759,87.799,87.807,87.776,87.776
2017/01/10 08:41:00,87.759,87.775,87.759,87.769,87.776,87.792,87.776,87.786
2017/01/10 08:42:00,87.769,87.774,87.767,87.768,87.786,87.791,87.784,87.785
2017/01/10 08:43:00,87.768,87.787,87.766,87.787,87.785,87.804,87.783,87.804
2017/01/10 08:44:00,87.787,87.787,87.763,87.781,87.804,87.804,87.78,87.798
2017/01/10 08:45:00,87.781,87.806,87.781,87.804,87.798,87.823,87.798,87.821
2017/01/10 08:46:00,87.804,87.818,87.802,87.808,87.821,87.835,87.819,87.825
2017/01/10 08:47:00,87.808,87.81,87.797,87.805,87.825,87.827,87.814,87.822
2017/01/10 08:48:00,87.805,87.806,87.789,87.796,87.822,87.823,87.806,87.813
2017/01/10 08:49:00,87.796,87.8,87.782,87.786,87.813,87.817,87.799,87.803
2017/01/10 08:50:00,87.786,87.793,87.776,87.778,87.803,87.81,87.793,87.795
2017/01/10 08:51:00,87.778,87.785,87.771,87.771,87.795,87.802,87.788,87.788
2017/01/10 08:52:00,87.771,87.773,87.762,87.769,87.788,87.79,87.779,87.786
2017/01/10 08:53:00,87.769,87.774,87.766,87.771,87.786,87.791,87.783,87.788
2017/01/10 08:54:00,87.771,87.772,87.769,87.771,87.788,87.789,87.786,87.788
2017/01/10 08:55:00,87.771,87.771,87.75,87.75,87.788,87.788,87.767,87.767
