日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/13 07:00:00,87.224,87.236,87.224,87.23,87.314,87.326,87.314,87.32
2017/01/13 07:01:00,87.23,87.257,87.228,87.229,87.32,87.323,87.292,87.319
2017/01/13 07:02:00,87.229,87.239,87.214,87.239,87.319,87.32,87.277,87.279
2017/01/13 07:03:00,87.239,87.255,87.213,87.236,87.279,87.326,87.279,87.326
2017/01/13 07:04:00,87.236,87.237,87.223,87.223,87.326,87.327,87.313,87.313
2017/01/13 07:05:00,87.223,87.262,87.22,87.257,87.313,87.313,87.288,87.297
2017/01/13 07:06:00,87.257,87.266,87.246,87.257,87.297,87.306,87.286,87.297
2017/01/13 07:07:00,87.257,87.259,87.241,87.242,87.297,87.299,87.281,87.282
2017/01/13 07:08:00,87.242,87.246,87.233,87.235,87.282,87.286,87.273,87.275
2017/01/13 07:09:00,87.235,87.236,87.23,87.233,87.275,87.276,87.27,87.273
2017/01/13 07:10:00,87.233,87.246,87.222,87.231,87.273,87.273,87.239,87.248
2017/01/13 07:11:00,87.231,87.239,87.23,87.237,87.248,87.256,87.247,87.254
2017/01/13 07:12:00,87.237,87.24,87.224,87.226,87.254,87.257,87.241,87.243
2017/01/13 07:13:00,87.226,87.226,87.209,87.225,87.243,87.243,87.226,87.242
2017/01/13 07:14:00,87.225,87.23,87.219,87.225,87.242,87.247,87.236,87.242
2017/01/13 07:15:00,87.225,87.225,87.213,87.218,87.242,87.242,87.23,87.235
2017/01/13 07:16:00,87.218,87.221,87.216,87.218,87.235,87.238,87.233,87.235
2017/01/13 07:17:00,87.218,87.219,87.215,87.219,87.235,87.236,87.232,87.236
2017/01/13 07:18:00,87.219,87.221,87.218,87.218,87.236,87.238,87.235,87.235
2017/01/13 07:19:00,87.218,87.221,87.211,87.214,87.235,87.238,87.228,87.231
2017/01/13 07:20:00,87.214,87.219,87.209,87.211,87.231,87.236,87.226,87.228
2017/01/13 07:21:00,87.211,87.218,87.21,87.218,87.228,87.235,87.227,87.235
2017/01/13 07:22:00,87.218,87.242,87.218,87.234,87.235,87.259,87.235,87.251
2017/01/13 07:23:00,87.234,87.235,87.225,87.225,87.251,87.252,87.242,87.242
2017/01/13 07:24:00,87.225,87.228,87.225,87.227,87.242,87.245,87.242,87.244
2017/01/13 07:25:00,87.227,87.228,87.226,87.228,87.244,87.245,87.243,87.245
2017/01/13 07:26:00,87.228,87.228,87.218,87.218,87.245,87.245,87.235,87.235
2017/01/13 07:27:00,87.218,87.218,87.216,87.216,87.235,87.235,87.233,87.233
2017/01/13 07:28:00,87.216,87.218,87.173,87.186,87.233,87.235,87.19,87.203
2017/01/13 07:29:00,87.186,87.23,87.152,87.196,87.203,87.247,87.169,87.213
2017/01/13 07:30:00,87.196,87.197,87.164,87.164,87.213,87.214,87.181,87.181
2017/01/13 07:31:00,87.164,87.199,87.163,87.199,87.181,87.216,87.18,87.216
2017/01/13 07:32:00,87.199,87.199,87.172,87.182,87.216,87.216,87.189,87.199
