日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/05 07:00:00,85.345,85.378,85.32,85.341,85.451,85.477,85.444,85.461
2017/01/05 07:01:00,85.341,85.351,85.335,85.343,85.461,85.461,85.443,85.447
2017/01/05 07:02:00,85.343,85.348,85.337,85.341,85.447,85.447,85.414,85.424
2017/01/05 07:03:00,85.341,85.352,85.339,85.352,85.424,85.442,85.414,85.441
2017/01/05 07:04:00,85.352,85.354,85.345,85.346,85.441,85.445,85.436,85.437
2017/01/05 07:05:00,85.346,85.358,85.346,85.352,85.437,85.442,85.432,85.442
2017/01/05 07:06:00,85.352,85.366,85.35,85.357,85.442,85.444,85.434,85.434
2017/01/05 07:07:00,85.357,85.377,85.357,85.366,85.434,85.442,85.427,85.427
2017/01/05 07:08:00,85.366,85.371,85.363,85.364,85.427,85.431,85.423,85.424
2017/01/05 07:09:00,85.364,85.364,85.333,85.337,85.424,85.424,85.408,85.409
2017/01/05 07:10:00,85.337,85.338,85.319,85.337,85.409,85.409,85.387,85.405
2017/01/05 07:11:00,85.337,85.339,85.327,85.339,85.405,85.416,85.403,85.416
2017/01/05 07:12:00,85.339,85.362,85.308,85.316,85.416,85.425,85.371,85.393
2017/01/05 07:13:00,85.316,85.325,85.301,85.308,85.393,85.4,85.359,85.384
2017/01/05 07:14:00,85.308,85.315,85.301,85.312,85.384,85.389,85.372,85.372
2017/01/05 07:15:00,85.312,85.315,85.304,85.311,85.372,85.39,85.372,85.386
2017/01/05 07:16:00,85.311,85.325,85.31,85.319,85.386,85.396,85.386,85.392
2017/01/05 07:17:00,85.319,85.329,85.314,85.322,85.392,85.394,85.382,85.393
2017/01/05 07:18:00,85.322,85.336,85.319,85.324,85.393,85.394,85.36,85.392
2017/01/05 07:19:00,85.324,85.335,85.324,85.329,85.392,85.401,85.385,85.401
2017/01/05 07:20:00,85.329,85.335,85.319,85.324,85.401,85.402,85.358,85.396
2017/01/05 07:21:00,85.324,85.328,85.322,85.323,85.396,85.397,85.384,85.391
2017/01/05 07:22:00,85.323,85.33,85.319,85.32,85.391,85.398,85.385,85.397
2017/01/05 07:23:00,85.32,85.334,85.319,85.324,85.397,85.403,85.389,85.402
2017/01/05 07:24:00,85.324,85.34,85.324,85.339,85.402,85.406,85.365,85.404
2017/01/05 07:25:00,85.339,85.346,85.305,85.308,85.404,85.404,85.373,85.373
2017/01/05 07:26:00,85.308,85.323,85.308,85.311,85.373,85.383,85.347,85.38
2017/01/05 07:27:00,85.311,85.328,85.311,85.319,85.38,85.383,85.352,85.381
2017/01/05 07:28:00,85.319,85.35,85.316,85.333,85.381,85.387,85.352,85.357
2017/01/05 07:29:00,85.333,85.356,85.319,85.332,85.357,85.391,85.356,85.356
2017/01/05 07:30:00,85.332,85.35,85.324,85.343,85.356,85.357,85.346,85.35
2017/01/05 07:31:00,85.343,85.364,85.328,85.351,85.35,85.389,85.348,85.38
2017/01/05 07:32:00,85.351,85.379,85.332,85.372,85.38,85.411,85.379,85.397
2017/01/05 07:33:00,85.372,85.375,85.319,85.356,85.397,85.4,85.361,85.363
2017/01/05 07:34:00,85.356,85.362,85.346,85.346,85.363,85.374,85.353,85.353
2017/01/05 07:35:00,85.346,85.358,85.346,85.356,85.353,85.365,85.353,85.363
2017/01/05 07:36:00,85.356,85.359,85.35,85.35,85.363,85.366,85.357,85.357
2017/01/05 07:37:00,85.35,85.351,85.32,85.323,85.357,85.358,85.327,85.33
2017/01/05 07:38:00,85.323,85.33,85.316,85.323,85.33,85.337,85.323,85.33
2017/01/05 07:39:00,85.323,85.374,85.323,85.352,85.33,85.401,85.33,85.359
2017/01/05 07:40:00,85.352,85.362,85.344,85.344,85.359,85.369,85.351,85.351
2017/01/05 07:41:00,85.344,85.361,85.343,85.361,85.351,85.368,85.35,85.368
2017/01/05 07:42:00,85.361,85.363,85.351,85.351,85.368,85.37,85.358,85.358
2017/01/05 07:43:00,85.351,85.351,85.342,85.343,85.358,85.358,85.349,85.35
2017/01/05 07:44:00,85.343,85.343,85.33,85.339,85.35,85.35,85.337,85.346
2017/01/05 07:45:00,85.339,85.34,85.334,85.34,85.346,85.347,85.341,85.347
2017/01/05 07:46:00,85.34,85.346,85.339,85.343,85.347,85.353,85.346,85.35
2017/01/05 07:47:00,85.343,85.353,85.338,85.351,85.35,85.36,85.345,85.358
2017/01/05 07:48:00,85.351,85.359,85.351,85.352,85.358,85.366,85.358,85.359
2017/01/05 07:49:00,85.352,85.355,85.342,85.347,85.359,85.362,85.349,85.354
2017/01/05 07:50:00,85.347,85.357,85.339,85.357,85.354,85.364,85.346,85.364
2017/01/05 07:51:00,85.357,85.359,85.343,85.348,85.364,85.366,85.35,85.355
2017/01/05 07:52:00,85.348,85.35,85.336,85.337,85.355,85.357,85.343,85.344
2017/01/05 07:53:00,85.337,85.345,85.336,85.345,85.344,85.352,85.343,85.352
2017/01/05 07:54:00,85.345,85.346,85.34,85.345,85.352,85.353,85.347,85.352
2017/01/05 07:55:00,85.345,85.345,85.338,85.342,85.352,85.352,85.345,85.349
2017/01/05 07:56:00,85.342,85.352,85.333,85.352,85.349,85.359,85.34,85.359
2017/01/05 07:57:00,85.352,85.356,85.323,85.323,85.359,85.363,85.33,85.33
2017/01/05 07:58:00,85.323,85.324,85.298,85.307,85.33,85.342,85.306,85.314
2017/01/05 07:59:00,85.307,85.321,85.304,85.321,85.314,85.328,85.311,85.328
2017/01/05 08:00:00,85.321,85.366,85.319,85.354,85.328,85.404,85.326,85.361
2017/01/05 08:01:00,85.354,85.357,85.308,85.347,85.361,85.364,85.33,85.354
2017/01/05 08:02:00,85.347,85.381,85.345,85.371,85.354,85.388,85.352,85.378
2017/01/05 08:03:00,85.371,85.375,85.363,85.367,85.378,85.382,85.37,85.374
2017/01/05 08:04:00,85.367,85.383,85.367,85.383,85.374,85.39,85.374,85.39
2017/01/05 08:05:00,85.383,85.388,85.372,85.385,85.39,85.395,85.379,85.392
2017/01/05 08:06:00,85.385,85.386,85.348,85.348,85.392,85.393,85.355,85.355
2017/01/05 08:07:00,85.348,85.367,85.342,85.362,85.355,85.374,85.349,85.369
2017/01/05 08:08:00,85.362,85.365,85.358,85.364,85.369,85.372,85.365,85.371
2017/01/05 08:09:00,85.364,85.411,85.362,85.404,85.371,85.418,85.369,85.411
2017/01/05 08:10:00,85.404,85.414,85.398,85.398,85.411,85.421,85.405,85.405
2017/01/05 08:11:00,85.398,85.404,85.39,85.403,85.405,85.411,85.397,85.41
2017/01/05 08:12:00,85.403,85.416,85.403,85.408,85.41,85.423,85.41,85.415
2017/01/05 08:13:00,85.408,85.411,85.398,85.4,85.415,85.418,85.405,85.407
2017/01/05 08:14:00,85.4,85.403,85.388,85.388,85.407,85.41,85.395,85.395
2017/01/05 08:15:00,85.388,85.396,85.386,85.39,85.395,85.403,85.393,85.397
2017/01/05 08:16:00,85.39,85.398,85.388,85.393,85.397,85.405,85.395,85.4
2017/01/05 08:17:00,85.393,85.399,85.39,85.398,85.4,85.406,85.397,85.405
2017/01/05 08:18:00,85.398,85.404,85.392,85.401,85.405,85.411,85.399,85.408
2017/01/05 08:19:00,85.401,85.416,85.4,85.411,85.408,85.423,85.407,85.418
