日時,始値(BID),高値(BID),安値(BID),終値(BID),始値(ASK),高値(ASK),安値(ASK),終値(ASK)
2017/01/06 07:00:00,122.314,122.314,122.266,122.267,122.424,122.424,122.373,122.373
2017/01/06 07:01:00,122.267,122.289,122.267,122.287,122.373,122.382,122.322,122.348
2017/01/06 07:02:00,122.287,122.3,122.271,122.284,122.348,122.394,122.316,122.36
2017/01/06 07:03:00,122.284,122.34,122.284,122.337,122.36,122.392,122.344,122.385
2017/01/06 07:04:00,122.337,122.337,122.304,122.311,122.385,122.402,122.36,122.398
2017/01/06 07:05:00,122.311,122.311,122.255,122.261,122.398,122.405,122.357,122.367
2017/01/06 07:06:00,122.261,122.278,122.256,122.267,122.367,122.377,122.343,122.377
2017/01/06 07:07:00,122.267,122.27,122.267,122.268,122.377,122.379,122.377,122.377
2017/01/06 07:08:00,122.268,122.293,122.268,122.278,122.377,122.378,122.358,122.373
2017/01/06 07:09:00,122.278,122.35,122.277,122.304,122.373,122.416,122.366,122.391
2017/01/06 07:10:00,122.304,122.343,122.299,122.342,122.391,122.402,122.348,122.348
2017/01/06 07:11:00,122.342,122.342,122.295,122.327,122.348,122.372,122.333,122.333
2017/01/06 07:12:00,122.327,122.341,122.301,122.305,122.333,122.378,122.328,122.378
2017/01/06 07:13:00,122.305,122.334,122.291,122.329,122.378,122.378,122.329,122.335
2017/01/06 07:14:00,122.329,122.329,122.294,122.321,122.335,122.398,122.335,122.389
2017/01/06 07:15:00,122.321,122.345,122.299,122.303,122.389,122.389,122.336,122.376
2017/01/06 07:16:00,122.303,122.31,122.3,122.306,122.376,122.382,122.375,122.378
2017/01/06 07:17:00,122.306,122.351,122.306,122.347,122.378,122.383,122.353,122.353
2017/01/06 07:18:00,122.347,122.349,122.34,122.345,122.353,122.355,122.346,122.351
2017/01/06 07:19:00,122.345,122.347,122.338,122.346,122.351,122.353,122.344,122.352
2017/01/06 07:20:00,122.346,122.372,122.339,122.372,122.352,122.378,122.345,122.378
2017/01/06 07:21:00,122.372,122.374,122.368,122.37,122.378,122.38,122.374,122.376
2017/01/06 07:22:00,122.37,122.382,122.364,122.379,122.376,122.388,122.37,122.385
2017/01/06 07:23:00,122.379,122.383,122.37,122.374,122.385,122.389,122.376,122.38
2017/01/06 07:24:00,122.374,122.383,122.373,122.38,122.38,122.389,122.379,122.386
2017/01/06 07:25:00,122.38,122.389,122.379,122.387,122.386,122.395,122.385,122.393
2017/01/06 07:26:00,122.387,122.393,122.385,122.392,122.393,122.399,122.391,122.398
2017/01/06 07:27:00,122.392,122.395,122.386,122.386,122.398,122.401,122.392,122.392
2017/01/06 07:28:00,122.386,122.392,122.383,122.39,122.392,122.398,122.389,122.396
2017/01/06 07:29:00,122.39,122.396,122.386,122.395,122.396,122.402,122.392,122.401
2017/01/06 07:30:00,122.395,122.406,122.392,122.394,122.401,122.412,122.398,122.4
2017/01/06 07:31:00,122.394,122.394,122.379,122.384,122.4,122.4,122.385,122.39
2017/01/06 07:32:00,122.384,122.384,122.368,122.373,122.39,122.39,122.374,122.379
2017/01/06 07:33:00,122.373,122.376,122.292,122.329,122.379,122.382,122.331,122.335
2017/01/06 07:34:00,122.329,122.333,122.293,122.296,122.335,122.339,122.299,122.302
2017/01/06 07:35:00,122.296,122.344,122.288,122.34,122.302,122.35,122.294,122.346
2017/01/06 07:36:00,122.34,122.353,122.332,122.335,122.346,122.359,122.338,122.341
2017/01/06 07:37:00,122.335,122.381,122.325,122.347,122.341,122.387,122.331,122.353
2017/01/06 07:38:00,122.347,122.393,122.347,122.387,122.353,122.399,122.353,122.393
2017/01/06 07:39:00,122.387,122.389,122.332,122.362,122.393,122.395,122.338,122.368
2017/01/06 07:40:00,122.362,122.387,122.34,122.385,122.368,122.393,122.346,122.391
2017/01/06 07:41:00,122.385,122.393,122.34,122.347,122.391,122.399,122.346,122.353
2017/01/06 07:42:00,122.347,122.476,122.328,122.425,122.353,122.501,122.334,122.491
2017/01/06 07:43:00,122.425,122.432,122.307,122.356,122.491,122.498,122.4,122.442
2017/01/06 07:44:00,122.356,122.418,122.335,122.341,122.442,122.472,122.398,122.421
2017/01/06 07:45:00,122.341,122.406,122.337,122.406,122.421,122.447,122.401,122.412
2017/01/06 07:46:00,122.406,122.417,122.357,122.409,122.412,122.478,122.394,122.415
2017/01/06 07:47:00,122.409,122.429,122.379,122.396,122.415,122.465,122.415,122.462
2017/01/06 07:48:00,122.396,122.448,122.389,122.403,122.462,122.473,122.428,122.47
2017/01/06 07:49:00,122.403,122.404,122.37,122.39,122.47,122.47,122.409,122.456
2017/01/06 07:50:00,122.39,122.413,122.377,122.379,122.456,122.467,122.414,122.447
2017/01/06 07:51:00,122.379,122.41,122.366,122.403,122.447,122.452,122.403,122.409
2017/01/06 07:52:00,122.403,122.406,122.4,122.406,122.409,122.412,122.406,122.412
2017/01/06 07:53:00,122.406,122.408,122.398,122.404,122.412,122.414,122.404,122.41
2017/01/06 07:54:00,122.404,122.417,122.404,122.406,122.41,122.423,122.41,122.412
2017/01/06 07:55:00,122.406,122.41,122.39,122.407,122.412,122.416,122.396,122.413
2017/01/06 07:56:00,122.407,122.419,122.379,122.395,122.413,122.445,122.399,122.401
2017/01/06 07:57:00,122.395,122.401,122.381,122.393,122.401,122.407,122.387,122.399
2017/01/06 07:58:00,122.393,122.405,122.389,122.39,122.399,122.411,122.395,122.396
2017/01/06 07:59:00,122.39,122.399,122.383,122.397,122.396,122.405,122.389,122.403
2017/01/06 08:00:00,122.397,122.459,122.397,122.458,122.403,122.465,122.403,122.464
2017/01/06 08:01:00,122.458,122.468,122.437,122.468,122.464,122.474,122.443,122.474
2017/01/06 08:02:00,122.468,122.473,122.46,122.462,122.474,122.479,122.466,122.468
2017/01/06 08:03:00,122.462,122.464,122.454,122.46,122.468,122.47,122.46,122.466
2017/01/06 08:04:00,122.46,122.482,122.459,122.481,122.466,122.488,122.465,122.487
2017/01/06 08:05:00,122.481,122.481,122.457,122.463,122.487,122.487,122.463,122.469
2017/01/06 08:06:00,122.463,122.474,122.46,122.473,122.469,122.48,122.466,122.479
2017/01/06 08:07:00,122.473,122.475,122.471,122.473,122.479,122.481,122.477,122.479
2017/01/06 08:08:00,122.473,122.482,122.472,122.479,122.479,122.488,122.478,122.485
2017/01/06 08:09:00,122.479,122.522,122.477,122.508,122.485,122.528,122.483,122.514
2017/01/06 08:10:00,122.508,122.509,122.491,122.494,122.514,122.515,122.497,122.5
2017/01/06 08:11:00,122.494,122.501,122.494,122.499,122.5,122.507,122.5,122.505
2017/01/06 08:12:00,122.499,122.504,122.499,122.499,122.505,122.51,122.505,122.505
2017/01/06 08:13:00,122.499,122.5,122.474,122.481,122.505,122.506,122.48,122.487
2017/01/06 08:14:00,122.481,122.481,122.444,122.452,122.487,122.487,122.45,122.458
2017/01/06 08:15:00,122.452,122.466,122.439,122.464,122.458,122.472,122.445,122.47
2017/01/06 08:16:00,122.464,122.466,122.44,122.445,122.47,122.472,122.446,122.451
2017/01/06 08:17:00,122.445,122.445,122.414,122.414,122.451,122.451,122.42,122.42
2017/01/06 08:18:00,122.414,122.415,122.407,122.412,122.42,122.421,122.413,122.418
2017/01/06 08:19:00,122.412,122.414,122.401,122.409,122.418,122.42,122.407,122.415
2017/01/06 08:20:00,122.409,122.409,122.39,122.397,122.415,122.415,122.396,122.403
2017/01/06 08:21:00,122.397,122.402,122.38,122.39,122.403,122.408,122.386,122.396
2017/01/06 08:22:00,122.39,122.391,122.368,122.377,122.396,122.397,122.374,122.383
2017/01/06 08:23:00,122.377,122.383,122.319,122.322,122.383,122.389,122.325,122.328
2017/01/06 08:24:00,122.322,122.347,122.321,122.344,122.328,122.353,122.327,122.35
2017/01/06 08:25:00,122.344,122.353,122.343,122.345,122.35,122.359,122.349,122.351
2017/01/06 08:26:00,122.345,122.37,122.341,122.354,122.351,122.376,122.347,122.36
2017/01/06 08:27:00,122.354,122.355,122.338,122.341,122.36,122.361,122.344,122.347
2017/01/06 08:28:00,122.341,122.347,122.335,122.337,122.347,122.353,122.341,122.343
2017/01/06 08:29:00,122.337,122.345,122.32,122.322,122.343,122.351,122.326,122.328
2017/01/06 08:30:00,122.322,122.333,122.306,122.309,122.328,122.339,122.312,122.315
2017/01/06 08:31:00,122.309,122.326,122.306,122.324,122.315,122.332,122.312,122.33
2017/01/06 08:32:00,122.324,122.359,122.324,122.336,122.33,122.365,122.33,122.342
